#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         522      -0.432   -0.462238  0.00224173
         523      -0.504   -0.462317  0.00223886
         524       -0.52   -0.462427  0.00223729
         525      -0.504   -0.462507  0.00223443
         526      -0.552   -0.462677  0.00223665
         527      -0.408   -0.462573  0.00223481
         528      -0.472   -0.462591  0.00223065
         529      -0.424   -0.462518  0.00222763
         530      -0.464   -0.462521  0.00222343
         531      -0.376   -0.462358   0.0022252
         532      -0.464   -0.462361  0.00222102
         533      -0.536   -0.462499  0.00222115
         534      -0.368   -0.462322  0.00222403
         535      -0.432   -0.462265  0.00222059
         536        -0.4   -0.462149  0.00221948
         537      -0.384   -0.462004  0.00222012
         538       -0.52   -0.462112  0.00221861
         539       -0.48   -0.462145  0.00221474
         540      -0.488   -0.462193  0.00221115
         541      -0.456   -0.462181   0.0022071
         542      -0.448   -0.462155  0.00220318
         543      -0.448   -0.462129  0.00219928
         544      -0.432   -0.462074  0.00219593
         545      -0.376   -0.461916  0.00219757
         546      -0.352   -0.461714  0.00220275
         547      -0.456   -0.461704  0.00219875
         548       -0.44   -0.461664  0.00219509
         549       -0.52    -0.46177  0.00219366
         550       -0.48   -0.461804  0.00218993
         551      -0.528   -0.461924  0.00218924
         552      -0.568   -0.462116   0.0021937
         553      -0.456   -0.462105  0.00218976
         554      -0.448   -0.462079  0.00218595
         555      -0.552   -0.462241  0.00218801
         556      -0.568   -0.462432  0.00219233
         557      -0.408   -0.462334  0.00219057
         558      -0.432    -0.46228  0.00218732
         559      -0.448   -0.462254  0.00218355
         560      -0.552   -0.462414  0.00218553
         561      -0.448   -0.462389  0.00218178
         562      -0.488   -0.462434  0.00217838
         563      -0.496   -0.462494  0.00217532
         564       -0.48   -0.462525  0.00217169
         565      -0.456   -0.462513  0.00216787
         566      -0.504   -0.462587  0.00216528
         567      -0.472   -0.462603  0.00216153
         568       -0.52   -0.462704  0.00216008
         569       -0.52   -0.462805  0.00215863
         570      -0.456   -0.462793  0.00215488
         571      -0.472   -0.462809  0.00215116
         572      -0.432   -0.462755  0.00214808
         573      -0.488   -0.462799  0.00214478
         574      -0.432   -0.462746  0.00214172
         575       -0.48   -0.462776   0.0021382
         576      -0.464   -0.462778  0.00213449
         577      -0.432   -0.462724  0.00213146
         578      -0.496   -0.462782  0.00212855
         579       -0.44   -0.462743  0.00212523
         580      -0.432    -0.46269  0.00212223
         581      -0.456   -0.462678  0.00211861
         582        -0.4    -0.46257   0.0021177
         583      -0.488   -0.462614  0.00211452
         584      -0.496   -0.462671  0.00211167
         585      -0.376   -0.462523  0.00211325
         586      -0.384   -0.462389  0.00211389
         587      -0.528   -0.462501  0.00211324
         588      -0.448   -0.462476  0.00210979
         589      -0.464   -0.462479  0.00210621
         590        -0.4   -0.462373   0.0021053
         591      -0.608   -0.462619  0.00211611
         592      -0.456   -0.462608  0.00211257
         593      -0.496   -0.462664  0.00210976
         594      -0.552   -0.462815  0.00211156
         595       -0.44   -0.462776  0.00210836
         596      -0.448   -0.462752  0.00210497
         597      -0.448   -0.462727  0.00210158
         598      -0.456   -0.462716   0.0020981
         599      -0.504   -0.462785  0.00209573
         600      -0.448    -0.46276  0.00209238
         601       -0.36   -0.462589  0.00209587
         602      -0.568   -0.462764  0.00209969
         603      -0.376    -0.46262  0.00210114
         604      -0.448   -0.462596   0.0020978
         605      -0.448   -0.462572  0.00209447
         606      -0.432   -0.462521  0.00209162
         607      -0.384   -0.462392  0.00209217
         608      -0.368   -0.462237  0.00209448
         609      -0.448   -0.462213  0.00209117
         610      -0.464   -0.462216  0.00208775
         611      -0.344   -0.462023  0.00209328
         612      -0.416   -0.461948  0.00209121
         613      -0.472   -0.461964  0.00208786
         614      -0.528   -0.462072  0.00208723
         615      -0.496   -0.462127  0.00208456
         616      -0.456   -0.462117   0.0020812
         617      -0.472   -0.462133  0.00207789
         618      -0.496   -0.462188  0.00207525
         619      -0.448   -0.462165  0.00207202
         620       -0.44   -0.462129  0.00206899
         621      -0.392   -0.462016  0.00206874
         622       -0.48   -0.462045  0.00206561
         623      -0.464   -0.462048   0.0020623
         624      -0.536   -0.462167   0.0020624
         625      -0.464    -0.46217   0.0020591
         626      -0.456    -0.46216  0.00205584
         627      -0.464   -0.462163  0.00205256
         628      -0.424   -0.462102  0.00205019
         629      -0.424   -0.462041  0.00204782
         630      -0.504   -0.462108  0.00204566
         631       -0.36   -0.461946  0.00204881
         632      -0.376    -0.46181  0.00205007
         633      -0.512   -0.461889  0.00204837
         634      -0.336   -0.461691  0.00205474
         635       -0.36   -0.461531  0.00205773
         636      -0.464   -0.461535   0.0020545
         637       -0.48   -0.461564  0.00205148
         638      -0.448   -0.461542  0.00204837
         639      -0.464   -0.461546  0.00204517
         640      -0.408   -0.461462  0.00204369
         641      -0.456   -0.461454  0.00204052
         642      -0.504    -0.46152  0.00203841
         643       -0.48   -0.461549  0.00203545
         644      -0.512   -0.461627  0.00203379
         645      -0.416   -0.461557  0.00203187
         646      -0.392   -0.461449  0.00203158
         647      -0.456    -0.46144  0.00202845
         648      -0.448    -0.46142  0.00202543
         649      -0.456   -0.461411  0.00202232
         650      -0.496   -0.461465  0.00201991
         651      -0.448   -0.461444  0.00201692
         652      -0.552   -0.461583   0.0020186
         653      -0.496   -0.461636   0.0020162
         654        -0.4   -0.461541  0.00201532
         655      -0.416   -0.461472  0.00201344
         656      -0.504   -0.461537  0.00201141
         657      -0.432   -0.461492  0.00200885
         658       -0.52   -0.461581  0.00200777
         659      -0.448    -0.46156  0.00200483
         660      -0.448   -0.461539  0.00200189
         661      -0.512   -0.461616  0.00200032
         662      -0.504    -0.46168  0.00199832
         663       -0.36   -0.461526  0.00200118
         664      -0.504    -0.46159  0.00199919
         665      -0.472   -0.461606  0.00199625
         666      -0.448   -0.461586  0.00199335
         667      -0.416   -0.461517  0.00199154
         668      -0.464   -0.461521  0.00198856
         669      -0.656   -0.461812  0.00200672
         670      -0.464   -0.461815  0.00200373
         671      -0.488   -0.461854  0.00200112
         672      -0.408   -0.461774  0.00199975
         673      -0.584   -0.461955  0.00200501
         674       -0.56   -0.462101   0.0020073
         675      -0.424   -0.462044  0.00200512
         676      -0.472   -0.462059  0.00200221
         677      -0.392   -0.461956  0.00200193
         678      -0.488   -0.461994  0.00199934
         679      -0.376   -0.461867  0.00200041
         680      -0.464   -0.461871  0.00199747
         681      -0.456   -0.461862  0.00199455
         682      -0.488     -0.4619    0.001992
         683      -0.536   -0.462009  0.00199203
         684      -0.536   -0.462117  0.00199205
         685      -0.424   -0.462061  0.00198992
         686      -0.448   -0.462041  0.00198713
         687       -0.44   -0.462009  0.00198449
         688      -0.392   -0.461907  0.00198422
         689      -0.464    -0.46191  0.00198134
         690      -0.416   -0.461843  0.00197958
         691      -0.472   -0.461858  0.00197677
