#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
            1529           2.916          1.3592       0.0226207
            1530           0.376         1.35855       0.0226151
            1531           2.712         1.35944       0.0226176
            1532           1.356         1.35944       0.0226028
            1533           3.104         1.36057       0.0226167
            1534           1.956         1.36096       0.0226053
            1535            3.18         1.36215       0.0226216
            1536           2.352         1.36279        0.022616
            1537           2.668         1.36364       0.0226173
            1538           3.576         1.36508       0.0226483
            1539           3.608         1.36654       0.0226804
            1540           2.436         1.36723       0.0226763
            1541           1.748         1.36748       0.0226629
            1542            1.14         1.36733       0.0226487
            1543           2.512         1.36807       0.0226462
            1544           0.672         1.36762        0.022636
            1545           0.664         1.36717       0.0226259
            1546           1.748         1.36741       0.0226126
            1547           0.344         1.36675       0.0226077
            1548             0.5         1.36619          0.0226
            1549           0.852         1.36586       0.0225879
            1550           1.516         1.36596       0.0225735
            1551           2.544         1.36672       0.0225717
            1552            0.66         1.36626       0.0225618
            1553           0.784         1.36589       0.0225503
            1554           1.652         1.36607       0.0225366
            1555           1.396         1.36609       0.0225221
            1556           1.164         1.36596        0.022508
            1557           1.916         1.36631       0.0224963
            1558           0.248         1.36559       0.0224933
            1559           1.024         1.36538         0.02248
            1560            2.34           1.366       0.0224742
            1561            0.64         1.36553       0.0224646
            1562            0.94         1.36526       0.0224519
            1563           0.352         1.36461       0.0224469
            1564           1.432         1.36466       0.0224326
            1565           3.768         1.36619       0.0224708
            1566           1.524         1.36629       0.0224566
            1567           0.608         1.36581       0.0224475
            1568           0.632         1.36534       0.0224381
            1569             2.5         1.36607       0.0224354
            1570           0.996         1.36583       0.0224224
            1571           0.604         1.36534       0.0224134
            1572           0.644         1.36489       0.0224038
            1573           2.956          1.3659       0.0224124
            1574           2.816         1.36682       0.0224171
            1575           0.256         1.36611       0.0224139
            1576           0.876          1.3658       0.0224019
            1577           0.556         1.36529       0.0223935
            1578            0.82         1.36494        0.022382
            1579           1.228         1.36486        0.022368
            1580           1.972         1.36524       0.0223572
            1581           2.004         1.36564       0.0223467
            1582           1.356         1.36564       0.0223325
            1583           1.064         1.36545       0.0223192
            1584           0.532         1.36492       0.0223114
            1585             1.1         1.36475       0.0222979
            1586           0.968          1.3645       0.0222852
            1587           1.372         1.36451       0.0222712
            1588           0.528         1.36398       0.0222634
            1589            0.64         1.36353       0.0222541
            1590           0.704         1.36311       0.0222439
            1591            1.76         1.36336       0.0222313
            1592           0.452         1.36279       0.0222247
            1593           1.344         1.36278       0.0222108
            1594            1.12         1.36262       0.0221974
            1595           1.008          1.3624       0.0221846
            1596           0.688         1.36198       0.0221747
            1597           1.228          1.3619        0.022161
            1598           1.676         1.36209        0.022148
            1599           1.244         1.36202       0.0221343
            1600           1.044         1.36182       0.0221213
            1601           2.236         1.36237       0.0221142
            1602           2.628         1.36316       0.0221145
            1603           1.752          1.3634       0.0221021
            1604               1         1.36317       0.0220895
            1605           1.756         1.36342       0.0220771
            1606            1.06         1.36323       0.0220641
            1607           1.508         1.36332       0.0220506
            1608           0.596         1.36284        0.022042
            1609            0.54         1.36233       0.0220342
            1610            0.38         1.36172        0.022029
            1611           0.668         1.36129       0.0220195
            1612           1.428         1.36133       0.0220059
            1613           2.224         1.36186       0.0219988
            1614            1.66         1.36205       0.0219859
            1615           1.624         1.36221       0.0219729
            1616           1.344          1.3622       0.0219593
            1617            1.06         1.36201       0.0219465
            1618           0.564         1.36152       0.0219385
            1619           1.048         1.36133       0.0219258
            1620           0.756         1.36095       0.0219155
            1621           1.136         1.36081       0.0219024
            1622            0.52          1.3603        0.021895
            1623           4.456          1.3622       0.0219644
            1624           1.172         1.36209       0.0219512
            1625           0.332         1.36145       0.0219469
            1626           1.364         1.36145       0.0219334
            1627            0.42         1.36088       0.0219275
            1628           0.448         1.36031       0.0219212
            1629           3.888         1.36187       0.0219626
            1630           2.888          1.3628       0.0219691
            1631           2.304         1.36338       0.0219632
            1632           1.724          1.3636       0.0219509
            1633           1.248         1.36353       0.0219375
            1634           2.088         1.36397       0.0219286
            1635            0.52         1.36346       0.0219212
            1636            0.86         1.36315         0.02191
            1637           1.652         1.36333       0.0218973
            1638            4.82         1.36544       0.0219854
            1639            2.84         1.36634       0.0219904
            1640           1.228         1.36625       0.0219772
            1641           0.672         1.36583       0.0219678
            1642           3.608         1.36719       0.0219969
            1643           2.156         1.36767       0.0219887
            1644           0.668         1.36725       0.0219794
            1645            0.72         1.36685       0.0219696
            1646           0.908         1.36658        0.021958
            1647           0.636         1.36613       0.0219492
            1648            1.02         1.36592       0.0219369
            1649           1.328          1.3659       0.0219236
            1650           0.852         1.36559       0.0219125
            1651           3.348         1.36679       0.0219321
            1652            0.92         1.36652       0.0219205
            1653           2.452         1.36717       0.0219171
            1654           2.108         1.36762       0.0219084
            1655           0.612         1.36717       0.0218999
            1656           0.508         1.36665       0.0218928
            1657           1.608         1.36679       0.0218801
            1658           1.904         1.36712       0.0218693
            1659           1.028         1.36691       0.0218571
            1660           1.332         1.36689       0.0218439
            1661           2.572         1.36762       0.0218428
            1662           1.388         1.36763       0.0218297
            1663           0.784         1.36728       0.0218194
            1664           1.568          1.3674       0.0218066
            1665           1.452         1.36745       0.0217935
            1666            1.64         1.36761       0.0217811
            1667             0.4         1.36703       0.0217757
            1668           1.232         1.36695       0.0217628
            1669           1.144         1.36682       0.0217502
            1670            1.02         1.36661       0.0217382
            1671           0.496         1.36609       0.0217314
            1672           0.948         1.36584       0.0217199
            1673           0.376         1.36525       0.0217149
            1674           0.644         1.36482       0.0217062
            1675           1.096         1.36466       0.0216939
            1676           0.768          1.3643       0.0216838
            1677           1.688         1.36449       0.0216718
            1678           0.572         1.36402        0.021664
            1679            3.08         1.36504       0.0216752
            1680            0.74         1.36467       0.0216655
            1681           0.408          1.3641       0.0216601
            1682           0.648         1.36368       0.0216514
            1683           1.348         1.36367       0.0216385
            1684           0.964         1.36343        0.021627
            1685           0.332         1.36282       0.0216228
            1686           0.516         1.36232       0.0216158
            1687            0.88         1.36203       0.0216049
            1688           1.396         1.36205       0.0215921
            1689           1.344         1.36204       0.0215793
            1690           1.532         1.36214       0.0215668
            1691           0.844         1.36183       0.0215562
            1692           0.688         1.36143       0.0215471
            1693           0.548         1.36095       0.0215398
            1694           1.448         1.36101       0.0215271
            1695           1.444         1.36105       0.0215145
            1696           2.512         1.36173       0.0215125
            1697           1.648          1.3619       0.0215005
            1698           1.328         1.36188       0.0214878
            1699            0.18         1.36119       0.0214864
            1700           2.548         1.36188       0.0214851
            1701           1.224          1.3618       0.0214726
            1702           0.284         1.36117       0.0214694
            1703           0.468         1.36065       0.0214632
            1704           0.668         1.36024       0.0214544
            1705           0.992         1.36002       0.0214429
            1706           2.212         1.36052       0.0214362
            1707           2.256         1.36105         0.02143
            1708           1.404         1.36107       0.0214175
            1709           1.968         1.36143       0.0214079
            1710           0.808          1.3611       0.0213978
            1711           1.564         1.36122       0.0213857
            1712           1.584         1.36135       0.0213736
            1713             0.5         1.36085        0.021367
            1714           0.924          1.3606        0.021356
            1715           1.012         1.36039       0.0213446
            1716           1.028          1.3602        0.021333
            1717           2.548         1.36089       0.0213318
            1718           1.328         1.36087       0.0213194
            1719           1.804         1.36113       0.0213085
            1720           0.544         1.36065       0.0213014
            1721           1.224         1.36057       0.0212892
            1722           2.816         1.36142       0.0212936
            1723           0.896         1.36115        0.021283
            1724           1.828         1.36142       0.0212724
            1725             1.2         1.36133       0.0212602
            1726           1.156         1.36121       0.0212482
            1727           0.816         1.36089       0.0212383
            1728           0.852          1.3606        0.021228
            1729           1.116         1.36046       0.0212162
            1730           1.132         1.36032       0.0212044
            1731           1.532         1.36042       0.0211924
            1732           0.752         1.36007        0.021183
            1733           1.036         1.35988       0.0211716
            1734           0.604         1.35945       0.0211639
            1735           1.052         1.35927       0.0211525
            1736           0.368          1.3587        0.021148
            1737           1.116         1.35856       0.0211363
            1738            0.42         1.35802        0.021131
            1739            1.04         1.35784       0.0211196
            1740            0.88         1.35756       0.0211093
            1741           1.404         1.35759       0.0210972
            1742           1.288         1.35755       0.0210851
            1743           0.792         1.35723       0.0210755
            1744            0.76         1.35688       0.0210662
            1745           1.168         1.35677       0.0210544
            1746           1.388         1.35679       0.0210424
            1747           1.952         1.35713       0.0210331
            1748           0.736         1.35678        0.021024
            1749           0.476         1.35627       0.0210181
            1750           1.904         1.35659       0.0210084
            1751           6.448          1.3595       0.0211966
            1752            0.96         1.35927       0.0211858
            1753           1.504         1.35935       0.0211738
            1754           0.936         1.35911       0.0211632
            1755           0.708         1.35874       0.0211543
            1756           1.832         1.35901        0.021144
            1757           1.432         1.35905        0.021132
            1758            0.22          1.3584       0.0211299
            1759            0.86         1.35812       0.0211198
            1760           1.056         1.35795       0.0211085
            1761           1.652         1.35811       0.0210972
            1762           1.668         1.35829       0.0210859
            1763           1.828         1.35855       0.0210757
            1764           1.588         1.35868       0.0210641
            1765           1.416         1.35872       0.0210522
            1766           2.124         1.35915       0.0210448
            1767           0.568          1.3587       0.0210376
            1768           1.524          1.3588       0.0210259
            1769           0.564         1.35835       0.0210188
            1770            1.52         1.35844       0.0210072
            1771            2.08         1.35885       0.0209992
            1772           0.676         1.35846       0.0209909
            1773           1.328         1.35844       0.0209791
            1774           1.344         1.35844       0.0209673
            1775            2.72          1.3592       0.0209695
            1776               1           1.359       0.0209587
            1777            2.92         1.35988       0.0209653
            1778            0.48         1.35938       0.0209593
            1779           3.336         1.36049        0.020977
            1780           0.604         1.36007       0.0209695
            1781           2.464         1.36069       0.0209669
            1782           2.568         1.36137        0.020966
            1783           0.636         1.36096       0.0209582
            1784           1.044         1.36078       0.0209472
            1785           1.936          1.3611        0.020938
            1786           1.844         1.36138        0.020928
            1787           1.352         1.36137       0.0209163
            1788           1.748         1.36159       0.0209057
            1789            1.08         1.36143       0.0208946
            1790             1.3         1.36139        0.020883
            1791           0.648           1.361       0.0208751
            1792           1.456         1.36105       0.0208635
            1793           1.824         1.36131       0.0208535
            1794            0.44         1.36079       0.0208482
            1795           1.064         1.36063       0.0208372
            1796           0.824         1.36033       0.0208278
            1797           1.364         1.36033       0.0208162
            1798           0.216          1.3597       0.0208143
            1799           2.192         1.36016       0.0208079
            1800            1.94         1.36048       0.0207988
            1801           0.628         1.36007       0.0207913
            1802           0.756         1.35974       0.0207824
            1803           1.092         1.35959       0.0207714
            1804            2.04         1.35997       0.0207633
            1805            1.14         1.35984       0.0207522
            1806           2.608         1.36054       0.0207522
            1807            0.62         1.36013       0.0207448
            1808           1.868         1.36041       0.0207352
            1809               2         1.36076       0.0207267
            1810           0.564         1.36032         0.02072
            1811           0.764         1.35999       0.0207111
            1812           3.776         1.36132       0.0207426
            1813             1.2         1.36124       0.0207313
            1814           0.336         1.36067       0.0207276
            1815           1.072         1.36051       0.0207168
            1816           2.208         1.36098       0.0207107
            1817           3.684         1.36226       0.0207387
            1818           1.968         1.36259       0.0207299
            1819           1.424         1.36262       0.0207186
            1820             2.5         1.36325       0.0207166
            1821           1.292         1.36321       0.0207053
            1822           0.432          1.3627       0.0207002
            1823           4.252         1.36428       0.0207495
            1824           2.488          1.3649       0.0207472
            1825           3.956         1.36632       0.0207844
            1826            2.44         1.36691       0.0207813
            1827            1.68         1.36708       0.0207706
            1828           0.728         1.36673       0.0207622
            1829           0.784         1.36641       0.0207533
            1830           1.224         1.36633       0.0207421
            1831           2.416         1.36691       0.0207387
            1832           2.176         1.36735       0.0207321
            1833           0.952         1.36712        0.020722
            1834           0.584         1.36669       0.0207151
            1835             1.1         1.36655       0.0207043
            1836           1.616         1.36668       0.0206935
            1837            0.64         1.36629        0.020686
            1838           0.808         1.36598        0.020677
            1839           2.464         1.36658       0.0206744
            1840           0.908         1.36633       0.0206646
            1841           1.376         1.36634       0.0206534
            1842           2.444         1.36692       0.0206505
            1843           0.764          1.3666       0.0206419
            1844           0.472         1.36611       0.0206364
            1845           0.468         1.36562       0.0206309
            1846             1.6         1.36575       0.0206202
            1847           1.512         1.36583       0.0206091
            1848           1.804         1.36607       0.0205994
            1849            1.08         1.36591       0.0205888
            1850           0.784          1.3656       0.0205801
            1851           1.052         1.36543       0.0205696
            1852           3.648         1.36666       0.0205954
            1853           0.604         1.36625       0.0205884
            1854           0.772         1.36593       0.0205798
            1855           1.024         1.36574       0.0205695
            1856           1.044         1.36557       0.0205592
            1857           0.396         1.36505       0.0205548
            1858           1.208         1.36496       0.0205439
            1859           2.708         1.36569       0.0205455
            1860           1.012          1.3655       0.0205353
            1861           2.132         1.36591       0.0205284
            1862           1.112         1.36577       0.0205179
            1863           1.352         1.36576       0.0205069
            1864            0.38         1.36524       0.0205027
            1865           2.044          1.3656       0.0204949
            1866           3.416          1.3667       0.0205134
            1867            1.02         1.36651       0.0205032
            1868           0.732         1.36617       0.0204951
            1869           7.132         1.36926        0.020715
            1870           1.632          1.3694       0.0207044
            1871             3.1         1.37032       0.0207139
            1872           0.916         1.37008       0.0207043
            1873           4.728         1.37187       0.0207707
            1874           8.096         1.37546       0.0210673
            1875            2.04         1.37582        0.021059
            1876           1.452         1.37586       0.0210478
            1877             0.4         1.37534        0.021043
            1878           2.464         1.37592       0.0210398
            1879           0.848         1.37564       0.0210305
            1880           3.092         1.37655       0.0210391
            1881           0.876         1.37628       0.0210296
            1882           1.472         1.37633       0.0210185
            1883           1.128          1.3762       0.0210078
            1884           1.344         1.37618       0.0209966
            1885             0.8         1.37588       0.0209877
            1886           2.052         1.37624       0.0209796
            1887           1.288         1.37619       0.0209686
            1888           2.396         1.37673       0.0209644
            1889           1.528         1.37681       0.0209535
            1890           1.444         1.37685       0.0209424
            1891           0.884         1.37659        0.020933
            1892           0.372         1.37605       0.0209286
            1893            0.86         1.37578       0.0209194
            1894           1.644         1.37592       0.0209088
            1895           0.576          1.3755        0.020902
            1896           1.524         1.37558       0.0208911
            1897           0.876         1.37532       0.0208818
            1898           1.308         1.37528       0.0208708
            1899           0.496         1.37482        0.020865
            1900           0.456         1.37433       0.0208596
            1901             1.9         1.37461       0.0208504
            1902           2.172         1.37503       0.0208437
            1903           0.504         1.37457       0.0208378
            1904           1.224         1.37449        0.020827
            1905           3.524         1.37562       0.0208466
            1906           1.324         1.37559       0.0208357
            1907           1.184         1.37549        0.020825
            1908           1.584          1.3756       0.0208144
            1909           0.544         1.37517        0.020808
            1910           0.984         1.37496       0.0207981
            1911           3.896         1.37628        0.020829
            1912           1.176         1.37618       0.0208184
            1913           2.424         1.37673       0.0208147
            1914            1.86         1.37698       0.0208054
            1915           0.556         1.37655       0.0207989
            1916           1.556         1.37664       0.0207883
            1917           1.052         1.37647       0.0207781
            1918           0.904         1.37623       0.0207688
            1919           1.232         1.37615       0.0207581
            1920           1.072         1.37599       0.0207479
            1921           1.852         1.37624       0.0207385
            1922           0.508         1.37579       0.0207327
            1923           0.828          1.3755       0.0207239
            1924            1.96         1.37581       0.0207153
            1925           1.528         1.37589       0.0207047
            1926           0.728         1.37555       0.0206967
            1927           0.604         1.37515       0.0206898
            1928             3.9         1.37646       0.0207205
            1929           1.876         1.37672       0.0207114
            1930           0.928         1.37649       0.0207019
            1931           1.128         1.37636       0.0206916
            1932           2.456         1.37692       0.0206884
            1933           0.536         1.37648       0.0206823
            1934           0.792         1.37618       0.0206738
            1935           1.888         1.37644       0.0206648
            1936            0.74         1.37612       0.0206568
            1937           4.092         1.37752       0.0206936
            1938           1.864         1.37777       0.0206845
            1939           2.428         1.37831       0.0206809
            1940           1.888         1.37857       0.0206719
            1941           0.648          1.3782       0.0206647
            1942           0.652         1.37782       0.0206574
            1943           1.464         1.37787       0.0206469
            1944           0.272          1.3773       0.0206441
            1945           1.352         1.37729       0.0206335
            1946           1.384         1.37729       0.0206229
            1947           1.664         1.37744       0.0206128
            1948           2.148         1.37783        0.020606
            1949           0.696         1.37748       0.0205984
            1950               2          1.3778       0.0205903
            1951             1.3         1.37776       0.0205798
            1952            0.72         1.37742        0.020572
            1953            0.92         1.37719       0.0205628
            1954           1.112         1.37705       0.0205527
            1955           1.808         1.37727       0.0205434
            1956           1.104         1.37713       0.0205334
            1957           0.316         1.37659         0.02053
            1958           0.716         1.37626       0.0205223
            1959           0.428         1.37577       0.0205176
            1960           1.216         1.37569       0.0205073
            1961           1.216         1.37561        0.020497
            1962           0.128         1.37497       0.0204964
            1963           0.228         1.37439       0.0204943
            1964           1.264         1.37433       0.0204839
            1965           2.528         1.37492       0.0204819
            1966           0.456         1.37445       0.0204768
            1967           1.552         1.37454       0.0204666
            1968           0.388         1.37404       0.0204623
            1969           1.764         1.37424       0.0204529
            1970           1.816         1.37446       0.0204437
            1971           0.504         1.37402       0.0204381
            1972           1.148         1.37391       0.0204281
            1973           0.984         1.37371       0.0204187
            1974           0.552         1.37329       0.0204126
            1975           1.856         1.37354       0.0204037
            1976           1.108          1.3734       0.0203938
            1977           1.832         1.37363       0.0203848
            1978           0.676         1.37328       0.0203776
            1979            0.84         1.37301       0.0203691
            1980           1.072         1.37286       0.0203594
            1981            1.48         1.37291       0.0203492
            1982            0.44         1.37244       0.0203443
            1983           0.404         1.37196       0.0203399
            1984           0.372         1.37145       0.0203359
            1985           0.588         1.37106       0.0203295
            1986           3.008         1.37188        0.020336
            1987           0.572         1.37148       0.0203297
            1988            0.94         1.37126       0.0203207
            1989           2.632          1.3719       0.0203203
            1990           0.672         1.37154       0.0203132
            1991           0.512         1.37111       0.0203075
            1992           0.564         1.37071       0.0203014
            1993           0.632         1.37034       0.0202946
            1994           1.664         1.37048       0.0202849
            1995           3.196          1.3714       0.0202954
            1996           1.432         1.37143       0.0202853
            1997           0.788         1.37114       0.0202772
            1998           0.908          1.3709       0.0202684
            1999           1.156          1.3708       0.0202585
            2000            0.52         1.37037       0.0202529
