#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
            1421          -0.056        0.028228      0.00376083
            1422            0.08       0.0282644      0.00375836
            1423           0.224        0.028402      0.00375824
            1424           -0.06       0.0283399      0.00375611
            1425           0.108       0.0283958      0.00375389
            1426            0.02       0.0283899      0.00375127
            1427           -0.12       0.0282859      0.00375008
            1428           0.096       0.0283333      0.00374775
            1429           0.096       0.0283807      0.00374543
            1430            0.26       0.0285427      0.00374631
            1431           -0.06       0.0284808       0.0037442
            1432          -0.208       0.0283156      0.00374523
            1433           0.132        0.028388      0.00374331
            1434           0.084       0.0284268       0.0037409
            1435            0.08       0.0284627      0.00373847
            1436           0.016        0.028454      0.00373588
            1437          -0.128       0.0283452      0.00373486
            1438           -0.14       0.0282281       0.0037341
            1439           0.008        0.028214      0.00373153
            1440           0.164       0.0283083      0.00373013
            1441          -0.096       0.0282221      0.00372854
            1442           0.008        0.028208      0.00372598
            1443           0.048       0.0282218      0.00372342
            1444           0.084       0.0282604      0.00372105
            1445           0.132       0.0283322      0.00371916
            1446           -0.02       0.0282988      0.00371674
            1447          -0.088       0.0282184      0.00371504
            1448          -0.064       0.0281547      0.00371302
            1449           0.284       0.0283313      0.00371465
            1450           0.036       0.0283366       0.0037121
            1451           0.124       0.0284025      0.00371012
            1452           0.304       0.0285923      0.00371242
            1453          -0.012       0.0285643      0.00370997
            1454           0.048       0.0285777      0.00370744
            1455           -0.06       0.0285168      0.00370539
            1456            -0.1       0.0284286       0.0037039
            1457          -0.308       0.0281977      0.00370855
            1458           0.076       0.0282305      0.00370615
            1459           0.024       0.0282276      0.00370361
            1460           -0.22       0.0280575      0.00370498
            1461          -0.292       0.0278385      0.00370891
            1462           0.092       0.0278824      0.00370663
            1463          -0.224       0.0277102       0.0037081
            1464          -0.084       0.0276339      0.00370635
            1465           0.204       0.0277543      0.00370577
            1466           -0.14       0.0276398      0.00370501
            1467           0.036       0.0276455      0.00370249
            1468           0.092       0.0276894      0.00370023
            1469           0.044       0.0277005      0.00369773
            1470            0.34       0.0279129      0.00370131
            1471          -0.024       0.0278776      0.00369896
            1472          -0.188        0.027731      0.00369935
            1473          -0.048       0.0276796       0.0036972
            1474           0.052       0.0276961      0.00369473
            1475           0.192       0.0278075       0.0036939
            1476           0.052       0.0278238      0.00369144
            1477           0.036       0.0278294      0.00368894
            1478           0.084       0.0278674      0.00368664
            1479          -0.008       0.0278431      0.00368423
            1480           0.144       0.0279216      0.00368257
            1481            0.08       0.0279568      0.00368025
            1482          -0.072       0.0278893      0.00367839
            1483           0.092       0.0279326      0.00367616
            1484           0.048       0.0279461      0.00367371
            1485           0.124       0.0280108      0.00367181
            1486            0.04       0.0280188      0.00366934
            1487           0.216       0.0281453      0.00366905
            1488             0.1       0.0281935      0.00366691
            1489           0.044       0.0282042      0.00366446
            1490           -0.02       0.0281718      0.00366214
            1491          -0.172       0.0280376      0.00366215
            1492          -0.116        0.027941      0.00366096
            1493           -0.22       0.0277749      0.00366228
            1494          -0.132        0.027668      0.00366139
            1495          -0.188       0.0275237      0.00366178
            1496          -0.016       0.0274947      0.00365945
            1497           0.044       0.0275057      0.00365702
            1498            -0.1       0.0274206      0.00365557
            1499           0.056       0.0274396      0.00365318
            1500           0.056       0.0274587      0.00365079
            1501          -0.036       0.0274164       0.0036486
            1502           0.156        0.027502      0.00364718
            1503          -0.068       0.0274385      0.00364531
            1504          -0.088       0.0273617      0.00364369
            1505          -0.068       0.0272983      0.00364182
            1506           0.056       0.0273174      0.00363945
            1507           0.276       0.0274824      0.00364078
            1508           0.236       0.0276207      0.00364099
            1509           0.228       0.0277535      0.00364099
            1510           0.028       0.0277536      0.00363858
            1511          -0.184       0.0276135      0.00363887
            1512           0.204       0.0277302      0.00363834
            1513             0.1       0.0277779      0.00363624
            1514          -0.076       0.0277094      0.00363449
            1515            0.04       0.0277175       0.0036321
            1516          -0.012       0.0276913       0.0036298
            1517          -0.024       0.0276572      0.00362756
            1518            -0.1       0.0275731      0.00362615
            1519          -0.048       0.0275234       0.0036241
            1520          -0.084         0.02745      0.00362246
            1521           0.216        0.027574       0.0036222
            1522           0.148       0.0276531      0.00362069
            1523           0.188       0.0277584      0.00361984
            1524          -0.052        0.027706      0.00361784
            1525           -0.02       0.0276748       0.0036156
            1526           0.076       0.0277064      0.00361337
            1527           0.076        0.027738      0.00361115
            1528           0.156        0.027822      0.00360976
            1529            0.18       0.0279215      0.00360877
            1530           0.088       0.0279608      0.00360662
            1531          -0.056       0.0279059      0.00360468
            1532           0.072       0.0279347      0.00360245
            1533           0.036         0.02794       0.0036001
            1534           0.048       0.0279531      0.00359778
            1535           0.208       0.0280704      0.00359735
            1536           0.332       0.0282682      0.00360044
            1537           0.064       0.0282915      0.00359817
            1538          -0.036       0.0282497      0.00359608
            1539          -0.212       0.0280936      0.00359713
            1540          -0.108       0.0280052      0.00359588
            1541          -0.048       0.0279559      0.00359388
            1542           0.552       0.0282957      0.00360758
            1543           0.168       0.0283863      0.00360638
            1544           0.064       0.0284093      0.00360412
            1545          -0.124       0.0283107      0.00360314
            1546          -0.136       0.0282044      0.00360237
            1547          -0.004       0.0281836       0.0036001
            1548           -0.24       0.0280103      0.00360194
            1549          -0.052       0.0279587      0.00359999
            1550          -0.248       0.0277806      0.00360207
            1551           0.204       0.0278943      0.00360154
            1552          -0.112       0.0278041      0.00360034
            1553          -0.112       0.0277141      0.00359915
            1554           0.204       0.0278275      0.00359862
            1555           0.128        0.027892      0.00359688
            1556           0.144       0.0279666      0.00359535
            1557           0.052        0.027982      0.00359307
            1558            0.14       0.0280539      0.00359148
            1559           0.056       0.0280718      0.00358922
            1560           0.008        0.028059      0.00358695
            1561           0.224       0.0281845      0.00358684
            1562          -0.172       0.0280563      0.00358684
            1563           0.192       0.0281612      0.00358608
            1564            -0.1       0.0280793      0.00358472
            1565           0.012        0.028069      0.00358244
            1566           -0.02       0.0280383      0.00358029
            1567           0.088       0.0280766      0.00357821
            1568          -0.056        0.028023      0.00357633
            1569           0.016       0.0280153      0.00357405
            1570          -0.068       0.0279541       0.0035723
            1571           0.112       0.0280076      0.00357043
            1572           0.344       0.0282087      0.00357381
            1573          -0.116        0.028117      0.00357271
            1574          -0.284       0.0279187      0.00357594
            1575           0.052        0.027934      0.00357371
            1576           0.004       0.0279188      0.00357147
            1577            0.06       0.0279391      0.00356926
            1578            0.06       0.0279594      0.00356706
            1579          -0.176       0.0278303      0.00356714
            1580           0.044       0.0278405       0.0035649
            1581           0.072       0.0278684      0.00356275
            1582           0.188       0.0279697      0.00356194
            1583           0.124       0.0280303       0.0035602
            1584          -0.268       0.0278434      0.00356286
            1585           0.168       0.0279319      0.00356171
            1586           0.048       0.0279445      0.00355948
            1587          -0.312       0.0277303      0.00356368
            1588           0.068       0.0277557      0.00356152
            1589          -0.096       0.0276778      0.00356014
            1590           0.148       0.0277535       0.0035587
            1591          -0.068       0.0276933      0.00355697
            1592           0.064       0.0277161      0.00355481
            1593           0.116       0.0277715      0.00355301
            1594           0.064       0.0277942      0.00355086
            1595           0.148       0.0278696      0.00354943
            1596          -0.012       0.0278446      0.00354729
            1597           0.036       0.0278497      0.00354508
            1598           0.276        0.028005      0.00354626
            1599            0.12       0.0280625      0.00354451
            1600            0.16        0.028145      0.00354325
            1601          -0.108         0.02806      0.00354206
            1602             0.1       0.0281049      0.00354013
            1603            0.22       0.0282246      0.00353994
            1604           0.008        0.028212      0.00353776
            1605          -0.332       0.0279875      0.00354267
            1606           0.028       0.0279875      0.00354046
            1607             0.1       0.0280324      0.00353854
            1608           0.272       0.0281841      0.00353959
            1609            0.22       0.0283033       0.0035394
            1610          -0.136       0.0282012      0.00353867
            1611          -0.156       0.0280869      0.00353832
            1612          -0.156       0.0279727      0.00353797
            1613            0.18        0.028067      0.00353703
            1614           0.332       0.0282553      0.00353985
            1615           0.168       0.0283418      0.00353871
            1616           -0.04       0.0282995      0.00353678
            1617          -0.364       0.0280569       0.0035429
            1618           0.188       0.0281557      0.00354209
            1619           0.136       0.0282224      0.00354053
            1620           0.084       0.0282568      0.00353851
            1621           0.056       0.0282739      0.00353637
            1622           0.204       0.0283822      0.00353585
            1623           -0.12       0.0282908      0.00353485
            1624           0.076       0.0283202       0.0035328
            1625          -0.216       0.0281698      0.00353382
            1626           0.116       0.0282239      0.00353206
            1627           0.176       0.0283147      0.00353106
            1628          -0.068       0.0282555      0.00352938
            1629          -0.044       0.0282112       0.0035275
            1630          -0.044       0.0281669      0.00352561
            1631           0.068       0.0281913      0.00352353
            1632           -0.02       0.0281618       0.0035215
            1633           -0.18       0.0280343      0.00352165
            1634           -0.26        0.027858       0.0035239
            1635           -0.06       0.0278043      0.00352216
            1636           0.044       0.0278142      0.00352002
            1637           0.372       0.0280244      0.00352414
            1638            0.38       0.0282393      0.00352853
            1639           0.216       0.0283539      0.00352824
            1640           0.064       0.0283756      0.00352616
            1641          -0.044       0.0283315      0.00352428
            1642          -0.072       0.0282704      0.00352267
            1643           0.016       0.0282629      0.00352053
            1644          -0.012       0.0282384      0.00351847
            1645          -0.224       0.0280851      0.00351967
            1646           0.244       0.0282163      0.00351998
            1647             0.2       0.0283206      0.00351939
            1648           0.008       0.0283083      0.00351727
            1649           0.064       0.0283299      0.00351521
            1650            0.12       0.0283855      0.00351352
            1651           -0.04        0.028344      0.00351163
            1652          -0.096       0.0282688      0.00351031
            1653           0.024       0.0282662      0.00350819
            1654           0.228       0.0283869      0.00350815
            1655          -0.276        0.028203      0.00351084
            1656           -0.04       0.0281618      0.00350897
            1657          -0.028       0.0281279      0.00350701
            1658          -0.124       0.0280362       0.0035061
            1659           -0.18       0.0279108      0.00350623
            1660          -0.028       0.0278771      0.00350428
            1661          -0.144       0.0277736      0.00350369
            1662           0.072       0.0278002      0.00350169
            1663           0.156       0.0278773      0.00350043
            1664           0.092       0.0279159      0.00349854
            1665          -0.164       0.0278006      0.00349833
            1666            0.12       0.0278559      0.00349667
            1667          -0.032         0.02782      0.00349476
            1668           0.292       0.0279784      0.00349625
            1669          -0.144       0.0278754      0.00349567
            1670           0.124       0.0279329      0.00349405
            1671            0.14           0.028      0.00349261
            1672            0.28       0.0281507      0.00349377
            1673           0.104       0.0281961      0.00349197
            1674            -0.1       0.0281195      0.00349073
            1675           0.228       0.0282388      0.00349068
            1676           0.184       0.0283317      0.00348984
            1677           0.088       0.0283673      0.00348794
            1678          -0.036        0.028329      0.00348607
            1679           0.148       0.0284002      0.00348472
            1680           0.108       0.0284476      0.00348297
            1681           0.172        0.028533      0.00348195
            1682           0.136       0.0285969      0.00348046
            1683           0.116       0.0286488      0.00347878
            1684            0.38       0.0288575      0.00348297
            1685           0.056       0.0288736      0.00348094
            1686           0.116       0.0289253      0.00347925
            1687          -0.148       0.0288204      0.00347877
            1688          -0.108       0.0287393      0.00347766
            1689           0.092       0.0287768       0.0034758
            1690          -0.248        0.028613       0.0034776
            1691           0.108         0.02866      0.00347586
            1692           0.028       0.0286596       0.0034738
            1693           -0.06       0.0286072      0.00347215
            1694          -0.052       0.0285596      0.00347042
            1695          -0.184       0.0284342      0.00347064
            1696          -0.284         0.02825      0.00347348
            1697          -0.252       0.0280849      0.00347536
            1698           0.136       0.0281484      0.00347389
            1699          -0.164       0.0280353      0.00347369
            1700           -0.22       0.0278894      0.00347471
            1701          -0.284       0.0277061       0.0034775
            1702           0.224       0.0278214      0.00347737
            1703           0.112       0.0278708      0.00347568
            1704           -0.06       0.0278192      0.00347402
            1705    -1.11022e-17       0.0278029      0.00347202
            1706           0.044       0.0278124         0.00347
            1707            0.02       0.0278079      0.00346797
            1708             0.1       0.0278501       0.0034662
            1709            0.16       0.0279274      0.00346503
            1710          -0.076       0.0278667      0.00346354
            1711           0.212       0.0279743      0.00346318
            1712           0.248       0.0281028      0.00346354
            1713          -0.108       0.0280234      0.00346243
            1714          -0.152       0.0279183      0.00346201
            1715           0.004       0.0279044      0.00346002
            1716           0.048       0.0279161      0.00345802
            1717          -0.292       0.0277298      0.00346102
            1718           0.128       0.0277881       0.0034595
            1719          -0.116       0.0277045       0.0034585
            1720           0.084       0.0277372      0.00345664
            1721           0.004       0.0277234      0.00345466
            1722           0.204       0.0278258      0.00345417
            1723           0.216        0.027935      0.00345389
            1724          -0.012       0.0279118      0.00345197
            1725           0.024       0.0279096      0.00344997
            1726          -0.384       0.0276709      0.00345621
            1727          -0.224       0.0275252      0.00345728
            1728     1.11022e-17       0.0275093      0.00345532
            1729           -0.08       0.0274471      0.00345388
            1730    -2.77556e-18       0.0274312      0.00345192
            1731             0.1       0.0274731      0.00345018
            1732           0.052       0.0274873      0.00344822
            1733          -0.088       0.0274207      0.00344687
            1734          -0.196       0.0272918      0.00344729
            1735            0.02       0.0272876       0.0034453
            1736          -0.036       0.0272512      0.00344351
            1737           0.072       0.0272769      0.00344163
            1738           0.084       0.0273096       0.0034398
            1739          -0.012       0.0272869       0.0034379
            1740          -0.008       0.0272667      0.00343598
            1741           -0.16       0.0271591      0.00343569
            1742            0.16       0.0272354      0.00343457
            1743          -0.008       0.0272151      0.00343265
            1744          -0.064       0.0271628      0.00343108
            1745           0.012       0.0271542      0.00342913
            1746           -0.04       0.0271157      0.00342738
            1747           0.104       0.0271597       0.0034257
            1748          -0.052       0.0271144      0.00342404
            1749           -0.08       0.0270532      0.00342263
            1750           0.012       0.0270446      0.00342069
            1751            0.22       0.0271548      0.00342051
            1752           -0.14       0.0270594      0.00341988
            1753          -0.032       0.0270257       0.0034181
            1754            0.06       0.0270445       0.0034162
            1755             0.2        0.027143      0.00341568
            1756            0.26       0.0272756      0.00341631
            1757          -0.068       0.0272214      0.00341479
            1758           0.224       0.0273333      0.00341468
            1759           0.088       0.0273678      0.00341292
            1760           0.076       0.0273955      0.00341109
            1761           0.048       0.0274072      0.00340917
            1762           0.128       0.0274642      0.00340771
            1763           -0.02       0.0274373      0.00340589
            1764           0.088       0.0274717      0.00340413
            1765           0.148       0.0275399      0.00340289
            1766          -0.016       0.0275153      0.00340105
            1767           0.224       0.0276265      0.00340094
            1768            0.22       0.0277353      0.00340076
            1769          -0.104       0.0276608      0.00339965
            1770           0.184       0.0277492      0.00339888
            1771           0.348         0.02793      0.00340177
            1772           0.104       0.0279729      0.00340012
            1773           0.068       0.0279955      0.00339827
            1774            -0.2        0.027867      0.00339879
            1775           0.028        0.027867      0.00339687
            1776          -0.068       0.0278131      0.00339539
            1777             0.3       0.0279662      0.00339693
            1778          -0.024        0.027937      0.00339515
            1779           0.148       0.0280045      0.00339391
            1780     2.77556e-18       0.0279888      0.00339204
            1781            0.18       0.0280741      0.00339121
            1782           0.208       0.0281751      0.00339081
            1783          -0.008       0.0281548      0.00338897
            1784           0.096       0.0281928      0.00338728
            1785           0.256       0.0283204      0.00338779
            1786            0.08       0.0283494      0.00338601
            1787           0.084       0.0283805      0.00338426
            1788            0.24       0.0284989      0.00338444
            1789          -0.264       0.0283354      0.00338649
            1790           0.004       0.0283218      0.00338463
            1791            0.28       0.0284623      0.00338565
            1792          -0.052       0.0284174      0.00338406
            1793           0.212       0.0285198      0.00338372
            1794           0.028       0.0285195      0.00338184
            1795           0.016       0.0285125      0.00337996
            1796           0.136       0.0285724      0.00337861
            1797          -0.052       0.0285275      0.00337703
            1798           -0.02       0.0285006      0.00337526
            1799          -0.232       0.0283558      0.00337648
            1800          -0.124       0.0282711      0.00337567
            1801            0.14       0.0283331      0.00337436
            1802          -0.064       0.0282819      0.00337288
            1803           0.092       0.0283172       0.0033712
            1804           0.056       0.0283326      0.00336936
            1805           0.112       0.0283789      0.00336781
            1806          -0.036       0.0283433      0.00336614
            1807           -0.02       0.0283165      0.00336438
            1808           0.128       0.0283717      0.00336297
            1809           0.388       0.0285705      0.00336698
            1810            0.06       0.0285878      0.00336517
            1811            0.14       0.0286494      0.00336387
            1812          -0.092       0.0285828      0.00336267
            1813          -0.092       0.0285163      0.00336148
            1814           0.192       0.0286064      0.00336083
            1815          -0.016       0.0285818      0.00335907
            1816           0.028       0.0285815      0.00335722
            1817          -0.044       0.0285416      0.00335561
            1818          -0.232       0.0283982      0.00335682
            1819           0.196       0.0284904      0.00335624
            1820           0.068       0.0285121      0.00335447
            1821           0.084       0.0285426      0.00335277
            1822           -0.04       0.0285049      0.00335114
            1823           0.024       0.0285025       0.0033493
            1824            0.34       0.0286732      0.00335181
            1825          -0.136        0.028583      0.00335119
            1826           0.068       0.0286046      0.00334943
            1827          -0.088       0.0285408       0.0033482
            1828          -0.048       0.0284989      0.00334663
            1829          -0.016       0.0284746      0.00334489
            1830           0.028       0.0284743      0.00334306
            1831          -0.136       0.0283845      0.00334244
            1832           0.172       0.0284629      0.00334154
            1833           0.004       0.0284495      0.00333974
            1834          -0.156        0.028349      0.00333943
            1835           0.032        0.028351      0.00333761
            1836          -0.004       0.0283333      0.00333584
            1837          -0.096       0.0282657      0.00333471
            1838            0.06       0.0282829      0.00333294
            1839           0.084       0.0283132      0.00333127
            1840           0.232       0.0284239       0.0033313
            1841           0.276       0.0285584       0.0033322
            1842           0.076       0.0285841      0.00333049
            1843            0.12       0.0286337      0.00332905
            1844          -0.148        0.028538      0.00332863
            1845           0.008       0.0285268      0.00332684
            1846            0.02       0.0285222      0.00332504
            1847          -0.196       0.0284006      0.00332546
            1848            0.12       0.0284502      0.00332403
            1849           0.052        0.028463      0.00332226
            1850           0.064       0.0284822      0.00332052
            1851            0.16       0.0285532      0.00331949
            1852           -0.14       0.0284622      0.00331894
            1853           -0.04       0.0284253      0.00331736
            1854           -0.24       0.0282805      0.00331872
            1855          -0.372       0.0280647      0.00332394
            1856          -0.192       0.0279461      0.00332427
            1857           0.116       0.0279935      0.00332281
            1858            0.04           0.028      0.00332103
            1859          -0.072       0.0279462      0.00331968
            1860           0.156       0.0280151      0.00331861
            1861          -0.004       0.0279979      0.00331687
            1862           0.064       0.0280172      0.00331515
            1863           0.068       0.0280386      0.00331344
            1864           0.044       0.0280472      0.00331167
            1865          -0.052       0.0280043      0.00331017
            1866          -0.176        0.027895       0.0033102
            1867             0.2       0.0279871      0.00330971
            1868            0.34       0.0281542      0.00331215
            1869           0.092       0.0281883      0.00331056
            1870            0.24       0.0283016      0.00331072
            1871          -0.236       0.0281603      0.00331197
            1872          -0.012       0.0281389      0.00331027
            1873           0.304       0.0282862      0.00331178
            1874           0.444        0.028508      0.00331743
            1875           0.236       0.0286187       0.0033175
            1876           0.308       0.0287676      0.00331908
            1877           0.072       0.0287906      0.00331739
            1878           -0.08       0.0287327      0.00331613
            1879          -0.332       0.0285407      0.00331992
            1880           0.108        0.028583      0.00331842
            1881          -0.064       0.0285338      0.00331702
            1882          -0.192       0.0284166      0.00331733
            1883           0.144        0.028478      0.00331613
            1884           0.016       0.0284713      0.00331438
            1885           -0.14        0.028382      0.00331383
            1886           0.248       0.0284984      0.00331411
            1887          -0.008       0.0284791      0.00331241
            1888          -0.028       0.0284492      0.00331079
            1889          -0.148       0.0283557      0.00331036
            1890            0.02       0.0283513      0.00330861
            1891          -0.044       0.0283131      0.00330708
            1892          -0.052       0.0282706      0.00330561
            1893           0.004       0.0282578      0.00330389
            1894           0.048       0.0282682      0.00330216
            1895    -1.17961e-17       0.0282533      0.00330045
            1896           0.112       0.0282975        0.003299
            1897           -0.08       0.0282404      0.00329776
            1898          -0.028       0.0282107      0.00329615
            1899           0.092       0.0282443      0.00329459
            1900           0.108       0.0282863      0.00329312
            1901           0.032       0.0282883      0.00329139
            1902          -0.164       0.0281872      0.00329121
            1903            0.06       0.0282039      0.00328953
            1904           0.052       0.0282164      0.00328782
            1905          -0.044       0.0281785      0.00328631
            1906           0.116       0.0282246      0.00328491
            1907           0.116       0.0282706      0.00328351
            1908           0.028       0.0282704      0.00328179
            1909          -0.024       0.0282431      0.00328019
            1910          -0.012        0.028222      0.00327854
            1911           0.084       0.0282512      0.00327695
            1912           -0.06        0.028205      0.00327556
            1913           0.084       0.0282342      0.00327398
            1914             0.1       0.0282717      0.00327249
            1915           0.044       0.0282799      0.00327079
            1916           0.216       0.0283779      0.00327055
            1917           0.072       0.0284006      0.00326892
            1918           0.068       0.0284213      0.00326728
            1919          -0.156       0.0283252      0.00326699
            1920          -0.032       0.0282938      0.00326544
            1921           0.068       0.0283144      0.00326381
            1922           0.092       0.0283476      0.00326228
            1923           0.032       0.0283495      0.00326058
            1924          -0.164       0.0282495      0.00326042
            1925          -0.152       0.0281558      0.00326007
            1926           0.056       0.0281703      0.00325841
            1927          -0.048       0.0281308      0.00325696
            1928          -0.144       0.0280415      0.00325649
            1929           0.208       0.0281348      0.00325614
            1930           -0.02       0.0281098      0.00325455
            1931            0.02       0.0281056      0.00325286
            1932          -0.092       0.0280435      0.00325177
            1933           0.004        0.028031      0.00325012
            1934           0.044       0.0280393      0.00324845
            1935           0.172       0.0281137      0.00324762
            1936            0.06       0.0281302      0.00324598
            1937           0.064       0.0281487      0.00324436
            1938          -0.084       0.0280908       0.0032432
            1939            0.02       0.0280866      0.00324153
            1940           -0.06       0.0280412      0.00324018
            1941          -0.036       0.0280082      0.00323868
            1942           -0.02       0.0279835       0.0032371
            1943           0.028       0.0279835      0.00323544
            1944          -0.124       0.0279053      0.00323472
            1945           0.108       0.0279465      0.00323332
            1946           0.416       0.0281459       0.0032378
            1947           0.044       0.0281541      0.00323615
            1948           0.008       0.0281437       0.0032345
            1949           0.004       0.0281313      0.00323287
            1950           0.324       0.0282831      0.00323477
            1951          -0.176       0.0281784       0.0032348
            1952           0.096       0.0282131      0.00323333
            1953          -0.036       0.0281802      0.00323184
            1954           -0.22       0.0280532      0.00323269
            1955           0.112       0.0280962      0.00323132
            1956          -0.212       0.0279734        0.003232
            1957          -0.112       0.0279019      0.00323114
            1958           0.032        0.027904      0.00322949
            1959          -0.012       0.0278836       0.0032279
            1960           0.036       0.0278878      0.00322626
            1961          -0.176       0.0277838      0.00322629
            1962          -0.084       0.0277268      0.00322515
            1963          -0.044       0.0276903      0.00322371
            1964           -0.02        0.027666      0.00322216
            1965           0.064       0.0276845      0.00322057
            1966          -0.144       0.0275972      0.00322012
            1967          -0.208       0.0274774      0.00322071
            1968          -0.296        0.027313      0.00322326
            1969           -0.02        0.027289      0.00322172
            1970           0.184       0.0273685      0.00322106
            1971          -0.288       0.0272085       0.0032234
            1972          -0.484       0.0269493      0.00323217
            1973            0.18       0.0270269      0.00323146
            1974           0.048       0.0270375      0.00322985
            1975           0.056       0.0270522      0.00322824
            1976           0.112       0.0270951       0.0032269
            1977          -0.096       0.0270329      0.00322586
            1978          -0.164       0.0269363      0.00322568
            1979          -0.192       0.0268257      0.00322595
            1980          -0.008       0.0268081      0.00322436
            1981           0.028       0.0268087      0.00322274
            1982           0.036       0.0268133      0.00322111
            1983           0.384       0.0269934      0.00322452
            1984           0.372       0.0271673      0.00322758
            1985           -0.12       0.0270932      0.00322681
            1986           0.072       0.0271158      0.00322526
            1987          -0.064         0.02707      0.00322396
            1988            0.08       0.0270966      0.00322245
            1989           0.156       0.0271614      0.00322148
            1990            0.16       0.0272281      0.00322056
            1991           0.196       0.0273129      0.00322005
            1992           0.172       0.0273855      0.00321926
            1993           0.124        0.027434      0.00321801
            1994           0.224       0.0275326       0.0032179
            1995           0.044       0.0275409       0.0032163
            1996          -0.056        0.027499      0.00321496
            1997          -0.236       0.0273671      0.00321606
            1998          -0.068       0.0273193       0.0032148
            1999           -0.02       0.0272956      0.00321328
            2000           -0.24        0.027162      0.00321445
