#     GENERATION:   L1:   BEST HALF <L1>:
         980     82.8481     82.9507
         981     82.6291     82.9292
         982     82.6291      82.873
         983     82.6017     82.8137
         984     82.6017     82.7505
         985     82.6017     82.6926
         986     82.6017     82.7119
         987     82.6017     82.6028
         988     82.6017     82.6098
         989     82.6017     82.6017
         990     82.6017     82.6017
         991     82.6017     82.6017
         992     82.6017     82.6017
         993     82.6017     82.6017
         994     82.6017     82.6017
         995     82.6017     82.6017
         996     82.6017     82.6017
         997     82.6017     82.6017
         998     82.6017     82.6017
         999     82.6017     82.6017
        1000     82.6017     82.6017
