#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
            1533           0.712         1.33399       0.0267491
            1534            0.54         1.33348       0.0267367
            1535            0.38         1.33285       0.0267265
            1536           1.048         1.33267       0.0267097
            1537           1.276         1.33263       0.0266923
            1538           0.956         1.33239       0.0266761
            1539           2.548         1.33318       0.0266705
            1540           0.608         1.33271       0.0266573
            1541           1.924         1.33309       0.0266428
            1542           2.152         1.33362       0.0266308
            1543            1.34         1.33363       0.0266135
            1544           1.036         1.33343        0.026597
            1545           6.056         1.33649       0.0267548
            1546           1.092         1.33633        0.026738
            1547           4.136         1.33814       0.0267819
            1548           1.328         1.33813       0.0267646
            1549           0.324         1.33748       0.0267553
            1550           0.376         1.33686       0.0267452
            1551           2.376         1.33753       0.0267364
            1552           0.836         1.33721       0.0267211
            1553           0.916         1.33693       0.0267053
            1554           0.272         1.33625       0.0266969
            1555           0.932         1.33599        0.026681
            1556           1.696         1.33622       0.0266649
            1557           1.384         1.33625       0.0266477
            1558           1.508         1.33636       0.0266309
            1559           1.424         1.33642       0.0266138
            1560           1.032         1.33622       0.0265975
            1561           3.228         1.33743       0.0266081
            1562            2.24         1.33801       0.0265973
            1563           0.868         1.33771        0.026582
            1564            0.34         1.33707       0.0265726
            1565           1.816         1.33738       0.0265574
            1566           0.888         1.33709        0.026542
            1567           0.636         1.33665       0.0265288
            1568            1.98         1.33706       0.0265151
            1569            1.24         1.33699       0.0264983
            1570           0.804         1.33665       0.0264836
            1571            0.14         1.33589       0.0264777
            1572           0.552         1.33539       0.0264655
            1573           0.968         1.33516       0.0264497
            1574             0.5         1.33463       0.0264382
            1575           1.488         1.33473       0.0264216
            1576           1.752         1.33499       0.0264062
            1577           0.284         1.33433       0.0263979
            1578           0.296         1.33367       0.0263893
            1579           1.096         1.33352        0.026373
            1580           1.412         1.33357       0.0263564
            1581           1.336         1.33357       0.0263397
            1582           1.776         1.33385       0.0263246
            1583            3.02         1.33491       0.0263295
            1584           2.856         1.33587       0.0263304
            1585           2.528         1.33663       0.0263245
            1586           0.608         1.33617       0.0263119
            1587           1.112         1.33603       0.0262957
            1588            2.08         1.33649       0.0262833
            1589           0.628         1.33605       0.0262705
            1590           0.568         1.33556       0.0262585
            1591           2.284         1.33616       0.0262487
            1592           2.316         1.33678       0.0262395
            1593           0.772         1.33642       0.0262254
            1594           0.576         1.33594       0.0262133
            1595           0.872         1.33565       0.0261984
            1596           2.684          1.3365       0.0261956
            1597           0.404         1.33591       0.0261858
            1598            0.38         1.33532       0.0261762
            1599           3.056         1.33639       0.0261819
            1600           0.664         1.33597       0.0261689
            1601           0.976         1.33575       0.0261536
            1602           1.928         1.33612       0.0261399
            1603           0.448         1.33556       0.0261294
            1604           0.728         1.33518       0.0261159
            1605           2.084         1.33565       0.0261038
            1606            0.44         1.33509       0.0260935
            1607             0.9         1.33482       0.0260786
            1608             0.8         1.33449       0.0260645
            1609             0.7          1.3341       0.0260513
            1610            0.76         1.33374       0.0260376
            1611            1.92          1.3341        0.026024
            1612           1.412         1.33415       0.0260079
            1613           2.004         1.33457       0.0259951
            1614            1.94         1.33494       0.0259817
            1615            1.26          1.3349       0.0259656
            1616           0.236         1.33422       0.0259584
            1617           0.228         1.33353       0.0259514
            1618           0.616         1.33309       0.0259392
            1619            0.58         1.33262       0.0259273
            1620           1.876         1.33296       0.0259135
            1621           3.056         1.33402       0.0259193
            1622           0.708         1.33364       0.0259062
            1623            0.78         1.33329       0.0258924
            1624           1.504          1.3334       0.0258767
            1625           1.604         1.33357       0.0258613
            1626           0.912         1.33331       0.0258467
            1627           2.996         1.33433        0.025851
            1628            1.68         1.33454        0.025836
            1629           0.544         1.33406       0.0258247
            1630           0.472         1.33353       0.0258143
            1631           0.628         1.33309       0.0258021
            1632           0.736         1.33273       0.0257889
            1633            2.72         1.33358       0.0257871
            1634           1.564         1.33372       0.0257717
            1635           0.788         1.33338       0.0257581
            1636           0.736         1.33302       0.0257449
            1637            0.68         1.33262       0.0257323
            1638           0.824         1.33231       0.0257184
            1639           1.312          1.3323       0.0257028
            1640           2.948         1.33328        0.025706
            1641           0.616         1.33285        0.025694
            1642           1.972         1.33324       0.0256813
            1643           1.504         1.33334       0.0256659
            1644           1.308         1.33332       0.0256503
            1645           0.312          1.3327       0.0256422
            1646            0.46         1.33217       0.0256321
            1647           1.928         1.33253       0.0256191
            1648           0.728         1.33217       0.0256062
            1649           0.412         1.33161       0.0255967
            1650            0.88         1.33134       0.0255827
            1651            1.44          1.3314       0.0255673
            1652            0.94         1.33116       0.0255529
            1653           1.244         1.33111       0.0255375
            1654           0.532         1.33063       0.0255266
            1655           0.216         1.32996       0.0255201
            1656           2.036         1.33038       0.0255082
            1657           2.768         1.33125       0.0255076
            1658           2.968         1.33224       0.0255113
            1659           1.488         1.33233       0.0254961
            1660           0.124          1.3316       0.0254911
            1661           0.948         1.33137       0.0254768
            1662           0.428         1.33083       0.0254673
            1663           0.576         1.33037        0.025456
            1664           1.684         1.33059       0.0254416
            1665           1.168         1.33049       0.0254265
            1666           0.608         1.33006       0.0254149
            1667           2.696         1.33087       0.0254129
            1668           0.604         1.33044       0.0254014
            1669           3.032         1.33146       0.0254066
            1670               3         1.33246       0.0254111
            1671           0.644         1.33205       0.0253992
            1672           1.056         1.33188       0.0253845
            1673            2.18         1.33239       0.0253744
            1674           0.884         1.33212       0.0253607
            1675           1.908         1.33246       0.0253479
            1676           0.328         1.33186       0.0253398
            1677           0.572         1.33141       0.0253288
            1678           0.688         1.33103       0.0253166
            1679           1.668         1.33123       0.0253023
            1680           0.688         1.33085       0.0252901
            1681           1.744         1.33109       0.0252763
            1682           0.644         1.33068       0.0252646
            1683           0.712         1.33031       0.0252522
            1684           0.908         1.33006       0.0252385
            1685           4.136         1.33173       0.0252784
            1686           1.572         1.33187       0.0252638
            1687           0.856         1.33159       0.0252504
            1688           0.432         1.33106        0.025241
            1689           1.168         1.33096       0.0252263
            1690           3.044         1.33197       0.0252317
            1691           1.676         1.33218       0.0252176
            1692           1.612         1.33234       0.0252032
            1693           6.852          1.3356       0.0253984
            1694           0.652          1.3352       0.0253866
            1695           4.568         1.33711       0.0254431
            1696             0.4         1.33655       0.0254341
            1697           0.448         1.33603       0.0254245
            1698           1.336         1.33603       0.0254096
            1699           1.248         1.33598       0.0253947
            1700             4.8         1.33802       0.0254613
            1701           1.924         1.33836       0.0254487
            1702            1.64         1.33854       0.0254344
            1703           0.388         1.33798       0.0254256
            1704           0.368         1.33741        0.025417
            1705           0.648         1.33701       0.0254053
            1706           0.732         1.33665       0.0253929
            1707           5.084         1.33885       0.0254727
            1708            2.08         1.33928       0.0254615
            1709           1.452         1.33935       0.0254467
            1710           1.288         1.33932       0.0254318
            1711           0.392         1.33876        0.025423
            1712           0.804         1.33845       0.0254101
            1713           1.252          1.3384       0.0253953
            1714           0.788         1.33808       0.0253825
            1715           1.572         1.33822       0.0253681
            1716           0.284          1.3376       0.0253607
            1717           0.396         1.33705       0.0253519
            1718           0.416         1.33652       0.0253428
            1719           0.728         1.33616       0.0253305
            1720           1.624         1.33633       0.0253164
            1721           0.936          1.3361       0.0253027
            1722           1.004          1.3359       0.0252888
            1723           0.896         1.33565       0.0252754
            1724           0.656         1.33526       0.0252638
            1725           1.484         1.33534       0.0252493
            1726           1.712         1.33556       0.0252356
            1727            0.54          1.3351       0.0252252
            1728            1.02         1.33492       0.0252112
            1729           2.684          1.3357       0.0252087
            1730            2.32         1.33627       0.0252006
            1731           0.596         1.33584       0.0251897
            1732           1.708         1.33605        0.025176
            1733           0.672         1.33567       0.0251644
            1734           0.304         1.33507       0.0251569
            1735           0.648         1.33468       0.0251456
            1736           0.132         1.33399       0.0251406
            1737            0.68         1.33361        0.025129
            1738           2.164         1.33409        0.025119
            1739            2.98         1.33503       0.0251224
            1740           1.192         1.33495       0.0251081
            1741           0.756         1.33462       0.0250959
            1742           0.644         1.33422       0.0250846
            1743           2.668         1.33499       0.0250819
            1744            1.26         1.33494       0.0250676
            1745           1.248          1.3349       0.0250532
            1746            0.68         1.33452       0.0250417
            1747           1.904         1.33485       0.0250295
            1748           2.268         1.33538       0.0250209
            1749            3.38         1.33655       0.0250338
            1750           2.456         1.33719       0.0250277
            1751           2.128         1.33764       0.0250175
            1752            0.34         1.33707       0.0250097
            1753           0.176         1.33641       0.0250042
            1754           0.864         1.33614       0.0249914
            1755            0.66         1.33575       0.0249801
            1756            0.74         1.33541       0.0249682
            1757           0.232         1.33479       0.0249619
            1758           0.436         1.33428       0.0249529
            1759           0.548         1.33383       0.0249427
            1760           0.732         1.33349       0.0249309
            1761           0.856         1.33322       0.0249182
            1762            3.54         1.33447       0.0249355
            1763            1.14         1.33436       0.0249216
            1764           4.352         1.33607       0.0249662
            1765           2.692         1.33684       0.0249638
            1766            1.12         1.33671         0.02495
            1767           1.884         1.33702       0.0249378
            1768           0.548         1.33658       0.0249277
            1769           0.396         1.33605       0.0249193
            1770           0.448         1.33554       0.0249102
            1771           0.992         1.33535       0.0248969
            1772           0.148         1.33468       0.0248919
            1773           0.696         1.33432       0.0248805
            1774           0.496         1.33385       0.0248709
            1775           1.332         1.33385       0.0248569
            1776           1.964          1.3342       0.0248454
            1777           0.592         1.33378        0.024835
            1778            3.64         1.33508       0.0248549
            1779           1.748         1.33531        0.024842
            1780           0.792         1.33501       0.0248299
            1781            1.32           1.335       0.0248159
            1782           1.376         1.33502        0.024802
            1783           0.216         1.33439       0.0247961
            1784           0.632           1.334       0.0247853
            1785           1.612         1.33416       0.0247719
            1786           1.848         1.33444       0.0247597
            1787            4.24         1.33607       0.0247992
            1788           4.588         1.33789       0.0248519
            1789           0.436         1.33738       0.0248431
            1790           0.272         1.33679       0.0248364
            1791           1.004          1.3366       0.0248232
            1792           0.168         1.33595       0.0248179
            1793           1.408         1.33599       0.0248041
            1794           0.936         1.33577       0.0247913
            1795           3.476         1.33696       0.0248061
            1796            2.32         1.33751       0.0247983
            1797            1.24         1.33745       0.0247846
            1798           1.676         1.33764       0.0247715
            1799           2.604         1.33835       0.0247678
            1800           2.896         1.33921       0.0247691
            1801           0.772          1.3389       0.0247574
            1802            1.04         1.33873       0.0247442
            1803           0.488         1.33826        0.024735
            1804            0.82         1.33797       0.0247229
            1805            0.88         1.33772       0.0247105
            1806            1.48          1.3378        0.024697
            1807           0.596         1.33739       0.0246867
            1808           0.312         1.33682       0.0246796
            1809           0.916         1.33659        0.024667
            1810           1.392         1.33662       0.0246534
            1811           2.008         1.33699       0.0246426
            1812           0.472         1.33651       0.0246336
            1813           0.604         1.33611       0.0246233
            1814           3.048         1.33705       0.0246278
            1815           2.412         1.33764       0.0246214
            1816            2.54          1.3383       0.0246167
            1817            0.96          1.3381       0.0246041
            1818           0.792          1.3378       0.0245924
            1819           0.876         1.33754       0.0245802
            1820           1.568         1.33767        0.024567
            1821            4.28         1.33928       0.0246066
            1822           2.952         1.34017        0.024609
            1823           3.664         1.34144       0.0246285
            1824           1.324         1.34143        0.024615
            1825           0.404         1.34092       0.0246068
            1826           1.812         1.34118       0.0245947
            1827             2.2         1.34165       0.0245857
            1828           1.004         1.34146        0.024573
            1829           0.476         1.34099       0.0245641
            1830           0.844         1.34072       0.0245522
            1831           1.088         1.34058       0.0245392
            1832           1.756         1.34081       0.0245268
            1833             0.5         1.34035       0.0245177
            1834           0.784         1.34005       0.0245062
            1835           1.724         1.34026       0.0244938
            1836           0.644         1.33988       0.0244834
            1837           0.316         1.33932       0.0244764
            1838             2.7         1.34006       0.0244743
            1839             0.5          1.3396       0.0244652
            1840           0.568         1.33918       0.0244555
            1841           0.304         1.33862       0.0244487
            1842           0.352         1.33808       0.0244413
            1843           0.444          1.3376       0.0244328
            1844           1.676         1.33778       0.0244203
            1845            0.86         1.33752       0.0244084
            1846           1.072         1.33738       0.0243956
            1847           0.584         1.33697       0.0243858
            1848           0.696         1.33663       0.0243751
            1849           2.312         1.33715       0.0243676
            1850           1.016         1.33698       0.0243551
            1851           0.872         1.33673       0.0243432
            1852           0.844         1.33646       0.0243315
            1853           1.352         1.33647       0.0243184
            1854           0.544         1.33604        0.024309
            1855           0.796         1.33575       0.0242977
            1856           1.832         1.33602        0.024286
            1857           0.268         1.33544       0.0242798
            1858             0.7          1.3351       0.0242691
            1859           0.824         1.33483       0.0242576
            1860           0.124         1.33418       0.0242533
            1861           0.668         1.33382       0.0242429
            1862           1.388         1.33385       0.0242299
            1863           1.096         1.33372       0.0242172
            1864            0.94         1.33351       0.0242052
            1865            1.24         1.33346       0.0241922
            1866           2.128         1.33388        0.024183
            1867           1.524         1.33399       0.0241703
            1868           1.088         1.33385       0.0241577
            1869           2.972         1.33473       0.0241607
            1870           0.684         1.33438       0.0241503
            1871           0.172         1.33376       0.0241453
            1872            2.92         1.33461       0.0241473
            1873           4.676         1.33639       0.0242002
            1874            1.28         1.33636       0.0241873
            1875           0.396         1.33586       0.0241796
            1876             5.3         1.33797       0.0242589
            1877           6.144         1.34053       0.0243807
            1878           5.148         1.34256       0.0244519
            1879            2.74         1.34331       0.0244502
            1880           0.312         1.34276       0.0244433
            1881            3.86          1.3441       0.0244669
            1882            3.52         1.34525       0.0244812
            1883            0.34         1.34472       0.0244741
            1884           1.612         1.34486       0.0244615
            1885           0.992         1.34467       0.0244492
            1886           6.716         1.34752       0.0246016
            1887           1.368         1.34753       0.0245885
            1888           0.652         1.34716       0.0245783
            1889           0.896         1.34692       0.0245664
            1890           0.356          1.3464        0.024559
            1891           0.436         1.34592       0.0245508
            1892            2.02         1.34627       0.0245404
            1893           0.324         1.34573       0.0245333
            1894           0.604         1.34534       0.0245235
            1895            1.28         1.34531       0.0245106
            1896           0.812         1.34503       0.0244993
            1897           1.212         1.34496       0.0244865
            1898           3.016         1.34584       0.0244894
            1899           0.684         1.34549        0.024479
            1900            0.88         1.34524       0.0244673
            1901           1.468         1.34531       0.0244545
            1902           2.448         1.34589       0.0244485
            1903           0.884         1.34565       0.0244369
            1904           0.844         1.34538       0.0244255
            1905            1.04         1.34522       0.0244132
            1906            0.38         1.34472       0.0244056
            1907           3.164         1.34567       0.0244115
            1908           2.192         1.34611       0.0244027
            1909           1.184         1.34603       0.0243901
            1910           1.952         1.34635       0.0243794
            1911           0.392         1.34585       0.0243717
            1912            0.44         1.34537       0.0243636
            1913           0.452         1.34491       0.0243553
            1914           1.664         1.34507       0.0243432
            1915            6.62         1.34783       0.0244858
            1916           2.724         1.34854       0.0244836
            1917           1.076          1.3484       0.0244712
            1918           0.784         1.34811       0.0244602
            1919           2.428         1.34867       0.0244539
            1920           1.152         1.34857       0.0244414
            1921            2.38         1.34911       0.0244346
            1922           3.204         1.35007       0.0244409
            1923           3.316         1.35109       0.0244496
            1924           2.996         1.35195       0.0244518
            1925           0.728         1.35162       0.0244413
            1926           2.052         1.35199       0.0244313
            1927            3.58         1.35314        0.024446
            1928           2.396         1.35368       0.0244393
            1929           2.636         1.35435       0.0244356
            1930           0.456         1.35388       0.0244274
            1931           0.276         1.35333       0.0244211
            1932           0.596         1.35293       0.0244116
            1933           2.744         1.35365       0.0244096
            1934           0.924         1.35343        0.024398
            1935           0.224         1.35285       0.0243924
            1936           1.092         1.35271       0.0243801
            1937           1.688         1.35289       0.0243682
            1938           2.656         1.35356       0.0243649
            1939           2.888         1.35435       0.0243652
            1940           0.368         1.35384       0.0243579
            1941            1.52         1.35393       0.0243455
            1942           3.264         1.35491       0.0243528
            1943           1.484         1.35498       0.0243404
            1944           0.248         1.35441       0.0243345
            1945           1.092         1.35427       0.0243224
            1946           0.508         1.35384       0.0243138
            1947           1.648         1.35399       0.0243017
            1948           1.288         1.35395       0.0242893
            1949           0.868         1.35371       0.0242781
            1950            0.64         1.35334       0.0242684
            1951           1.284          1.3533        0.024256
            1952           1.076         1.35316        0.024244
            1953           2.368         1.35368       0.0242372
            1954            0.86         1.35343       0.0242261
            1955           0.308         1.35289       0.0242196
            1956            0.52         1.35247       0.0242109
            1957           3.372          1.3535       0.0242205
            1958           0.968          1.3533        0.024209
            1959           2.052         1.35366       0.0241992
            1960           1.264         1.35361       0.0241869
            1961           0.644         1.35325       0.0241773
            1962           0.872         1.35301       0.0241662
            1963               1         1.35283       0.0241546
            1964           2.376         1.35335       0.0241479
            1965           1.944         1.35365       0.0241375
            1966           0.952         1.35344       0.0241261
            1967           2.152         1.35385       0.0241172
            1968           1.192         1.35377       0.0241051
            1969            0.48         1.35332        0.024097
            1970           1.676         1.35349       0.0240853
            1971            0.64         1.35313       0.0240758
            1972           2.616         1.35377       0.0240721
            1973           2.952         1.35458       0.0240735
            1974           2.444         1.35513       0.0240676
            1975           0.756         1.35483       0.0240574
            1976            0.66         1.35447       0.0240478
            1977           0.912         1.35425       0.0240366
            1978            0.84         1.35399       0.0240259
            1979           2.024         1.35433       0.0240161
            1980           0.556         1.35393       0.0240074
            1981           0.856         1.35367       0.0239966
            1982           0.664         1.35333        0.023987
            1983           0.324         1.35281       0.0239805
            1984           0.904         1.35258       0.0239695
            1985           1.012         1.35241       0.0239581
            1986           1.728          1.3526       0.0239467
            1987           0.224         1.35203       0.0239414
            1988           1.276         1.35199       0.0239294
            1989           0.472         1.35155       0.0239215
            1990           0.668         1.35121       0.0239119
            1991            2.68         1.35187       0.0239092
            1992           1.036         1.35171       0.0238977
            1993           0.408         1.35124       0.0238904
            1994           0.476          1.3508       0.0238825
            1995           2.092         1.35117       0.0238734
            1996           0.472         1.35073       0.0238655
            1997           0.628         1.35037       0.0238563
            1998           0.556         1.34997       0.0238477
            1999           0.328         1.34946       0.0238412
            2000           2.164         1.34987       0.0238328
