#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         467   0.0613574   0.0599661 9.53619e-05
         468   0.0619349   0.0599703 9.52509e-05
         469   0.0607214   0.0599719 9.50612e-05
         470   0.0608454   0.0599737 9.48771e-05
         471   0.0608094   0.0599755 9.46923e-05
         472   0.0608593   0.0599774 9.45102e-05
         473   0.0601479   0.0599777 9.43111e-05
         474   0.0601747   0.0599781  9.4113e-05
         475   0.0594386    0.059977 9.39217e-05
         476   0.0587632   0.0599745  9.3759e-05
         477   0.0593405   0.0599731 9.35719e-05
         478   0.0578397   0.0599687 9.34825e-05
         479   0.0589387   0.0599665 9.33121e-05
         480   0.0580191   0.0599625 9.32058e-05
         481   0.0584952   0.0599594  9.3062e-05
         482    0.058144   0.0599556 9.29451e-05
         483   0.0592459   0.0599542 9.27642e-05
         484   0.0593863    0.059953   9.258e-05
         485   0.0597415   0.0599526 9.23901e-05
         486   0.0597016   0.0599521 9.22015e-05
         487   0.0596203   0.0599514 9.20147e-05
         488   0.0593277   0.0599501  9.1835e-05
         489   0.0594389    0.059949 9.16531e-05
         490   0.0586136   0.0599463 9.15066e-05
         491   0.0589013   0.0599442  9.1345e-05
         492   0.0591627   0.0599426 9.11731e-05
         493   0.0585368   0.0599398 9.10328e-05
         494   0.0599071   0.0599397 9.08485e-05
         495   0.0595333   0.0599389 9.06687e-05
         496   0.0603412   0.0599397 9.04895e-05
         497   0.0606737   0.0599412 9.03195e-05
         498   0.0616199   0.0599445  9.0201e-05
         499   0.0613131   0.0599473  9.0062e-05
         500    0.061917   0.0599512  8.9968e-05
         501   0.0623846   0.0599561 8.99194e-05
         502   0.0621385   0.0599604 8.98453e-05
         503   0.0627588    0.059966 8.98388e-05
         504   0.0627467   0.0599715 8.98298e-05
         505   0.0638004   0.0599791 8.99713e-05
         506   0.0630407   0.0599851 8.99967e-05
         507   0.0623267   0.0599897 8.99376e-05
         508   0.0617075   0.0599931 8.98241e-05
         509   0.0613399   0.0599958 8.96866e-05
         510   0.0603277   0.0599964 8.95131e-05
         511   0.0616662   0.0599997 8.93976e-05
         512   0.0610441   0.0600017 8.92462e-05
         513   0.0623373   0.0600063 8.91883e-05
         514   0.0626271   0.0600114 8.91604e-05
         515   0.0626336   0.0600165 8.91326e-05
         516   0.0623753    0.060021  8.9077e-05
         517   0.0626696   0.0600262 8.90519e-05
         518   0.0617025   0.0600294 8.89387e-05
         519   0.0616074   0.0600324 8.88193e-05
         520   0.0608668    0.060034  8.8663e-05
         521   0.0613453   0.0600366 8.85286e-05
         522   0.0615641   0.0600395 8.84073e-05
         523   0.0613625    0.060042 8.82745e-05
         524   0.0612802   0.0600444 8.81376e-05
         525   0.0626094   0.0600493  8.8105e-05
         526   0.0611359   0.0600513 8.79618e-05
         527   0.0619258   0.0600549 8.78667e-05
         528   0.0606677   0.0600561  8.7708e-05
         529   0.0611522   0.0600581 8.75667e-05
         530   0.0604446   0.0600589 8.74045e-05
         531   0.0598357   0.0600584 8.72409e-05
         532   0.0598321    0.060058 8.70779e-05
         533   0.0600192   0.0600579 8.69146e-05
         534   0.0597337   0.0600573 8.67539e-05
         535   0.0600754   0.0600574 8.65918e-05
         536   0.0608987   0.0600589 8.64445e-05
         537   0.0608645   0.0600604 8.62965e-05
         538   0.0618063   0.0600637 8.61971e-05
         539   0.0609181   0.0600653 8.60518e-05
         540   0.0609001   0.0600668 8.59063e-05
         541   0.0589403   0.0600647 8.57727e-05
         542   0.0583162   0.0600615 8.56751e-05
         543   0.0584474   0.0600585 8.55689e-05
         544   0.0578936   0.0600545 8.55041e-05
         545   0.0587646   0.0600522   8.538e-05
         546   0.0585059   0.0600493 8.52705e-05
         547   0.0587264   0.0600469  8.5149e-05
         548   0.0582247   0.0600436 8.50585e-05
         549   0.0583328   0.0600405 8.49606e-05
         550   0.0584311   0.0600376 8.48565e-05
         551   0.0585063   0.0600348  8.4748e-05
         552   0.0591794   0.0600332 8.46086e-05
         553   0.0579312   0.0600294  8.4541e-05
         554   0.0590928   0.0600277 8.44053e-05
         555   0.0586344   0.0600252 8.42905e-05
         556   0.0580912   0.0600218 8.42107e-05
         557   0.0579675   0.0600181 8.41402e-05
         558    0.057856   0.0600142 8.40786e-05
         559   0.0582682   0.0600111 8.39862e-05
         560    0.057913   0.0600073 8.39197e-05
         561   0.0587918   0.0600052 8.37981e-05
         562   0.0582933   0.0600021 8.37043e-05
         563   0.0592737   0.0600008 8.35657e-05
         564   0.0591907   0.0599994 8.34298e-05
         565   0.0590473   0.0599977 8.32992e-05
         566   0.0597754   0.0599973 8.31529e-05
         567   0.0602255   0.0599977 8.30073e-05
         568   0.0605644   0.0599987 8.28671e-05
         569   0.0608405   0.0600002 8.27347e-05
         570   0.0615392   0.0600029 8.26336e-05
         571   0.0614463   0.0600054 8.25275e-05
         572   0.0605359   0.0600063 8.23885e-05
         573   0.0602957   0.0600068 8.22462e-05
         574   0.0588233   0.0600048 8.21288e-05
         575   0.0591019   0.0600032  8.2001e-05
         576   0.0595143   0.0600024  8.1863e-05
         577   0.0595374   0.0600016 8.17251e-05
         578   0.0597341   0.0600011  8.1585e-05
         579   0.0603934   0.0600018 8.14469e-05
         580   0.0605119   0.0600026 8.13112e-05
         581   0.0598973   0.0600025 8.11715e-05
         582    0.060416   0.0600032 8.10351e-05
         583   0.0597757   0.0600028 8.08971e-05
         584   0.0587367   0.0600006 8.07876e-05
         585   0.0594438   0.0599997 8.06551e-05
         586   0.0594359   0.0599987 8.05232e-05
         587   0.0589497   0.0599969 8.04058e-05
         588   0.0594706    0.059996 8.02741e-05
         589   0.0597386   0.0599956  8.0139e-05
         590    0.059098   0.0599941 8.00176e-05
         591   0.0591865   0.0599927 7.98939e-05
         592   0.0591314   0.0599912 7.97721e-05
         593   0.0593758   0.0599902 7.96444e-05
         594   0.0596969   0.0599897 7.95118e-05
         595   0.0594215   0.0599888 7.93839e-05
         596    0.060122    0.059989  7.9251e-05
         597   0.0599392   0.0599889 7.91183e-05
         598   0.0590065   0.0599873 7.90031e-05
         599   0.0588978   0.0599854 7.88921e-05
         600   0.0580799   0.0599823 7.88245e-05
         601   0.0592836   0.0599811  7.8702e-05
         602   0.0599573   0.0599811 7.85712e-05
         603   0.0602383   0.0599815 7.84421e-05
         604    0.060599   0.0599825 7.83189e-05
         605   0.0614198   0.0599849 7.82254e-05
         606   0.0620533   0.0599883 7.81708e-05
         607   0.0614283   0.0599907  7.8078e-05
         608   0.0615312   0.0599932 7.79907e-05
         609   0.0610034   0.0599949 7.78803e-05
         610   0.0594503    0.059994 7.77577e-05
         611    0.059918   0.0599938 7.76305e-05
         612   0.0591039   0.0599924 7.75173e-05
         613   0.0585671   0.0599901 7.74257e-05
         614   0.0581303    0.059987 7.73588e-05
         615   0.0584342   0.0599845 7.72743e-05
         616   0.0586368   0.0599823 7.71798e-05
         617   0.0589247   0.0599806 7.70737e-05
         618   0.0594079   0.0599797 7.69546e-05
         619   0.0606135   0.0599807 7.68371e-05
         620   0.0602869   0.0599812 7.67147e-05
         621      0.0622   0.0599848 7.66743e-05
         622   0.0613852    0.059987 7.65841e-05
         623   0.0616052   0.0599896 7.65052e-05
         624   0.0611092   0.0599914 7.64037e-05
         625   0.0607737   0.0599927 7.62917e-05
         626   0.0608063    0.059994 7.61809e-05
         627   0.0598881   0.0599938 7.60596e-05
         628   0.0604259   0.0599945 7.59416e-05
         629    0.060364   0.0599951 7.58231e-05
         630   0.0597765   0.0599947 7.57035e-05
         631    0.059291   0.0599936 7.55918e-05
         632   0.0597745   0.0599933  7.5473e-05
         633   0.0591774    0.059992 7.53647e-05
         634    0.059953   0.0599919 7.52459e-05
         635   0.0599158   0.0599918 7.51275e-05
         636   0.0608249   0.0599931 7.50208e-05
         637   0.0607548   0.0599943 7.49125e-05
         638   0.0596874   0.0599938 7.47967e-05
