#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        1444    0.888686       0.899  0.00169878
        1445    0.898546       0.899  0.00169761
        1446     0.90688    0.899005  0.00169644
        1447    0.912598    0.899014  0.00169529
        1448    0.914654    0.899025  0.00169416
        1449    0.912228    0.899034  0.00169301
        1450    0.904883    0.899038  0.00169185
        1451    0.892753    0.899034  0.00169069
        1452    0.876799    0.899019   0.0016896
        1453    0.858874    0.898991  0.00168866
        1454    0.841603    0.898952  0.00168796
        1455    0.827976    0.898903   0.0016875
        1456    0.820493    0.898849   0.0016872
        1457    0.820367    0.898795   0.0016869
        1458    0.827063    0.898746  0.00168646
        1459    0.838465    0.898705  0.00168581
        1460    0.851453    0.898672  0.00168497
        1461    0.862742    0.898648    0.001684
        1462    0.869535    0.898628  0.00168296
        1463    0.869874    0.898608  0.00168193
        1464     0.86274    0.898584  0.00168096
        1465    0.848338    0.898549  0.00168016
        1466    0.828439    0.898501  0.00167969
        1467    0.806812    0.898439  0.00167971
        1468    0.789102    0.898364  0.00168022
        1469    0.781335    0.898285  0.00168096
        1470    0.787081    0.898209  0.00168152
        1471    0.805206    0.898146  0.00168156
        1472    0.830358      0.8981  0.00168105
        1473    0.855903    0.898071  0.00168015
        1474    0.876926    0.898057  0.00167908
        1475    0.891373    0.898052  0.00167794
        1476    0.899763    0.898054  0.00167681
        1477    0.904283    0.898058  0.00167568
        1478    0.907723    0.898064  0.00167456
        1479    0.912444    0.898074  0.00167345
        1480    0.919441    0.898088  0.00167238
        1481    0.928196    0.898109  0.00167138
        1482    0.937171    0.898135  0.00167046
        1483    0.944553    0.898166  0.00166963
        1484    0.948921    0.898201  0.00166885
        1485    0.949515    0.898235  0.00166808
        1486    0.946369    0.898268  0.00166728
        1487    0.940331    0.898296   0.0016664
        1488    0.932825    0.898319  0.00166544
        1489    0.925237    0.898337  0.00166442
        1490    0.918251    0.898351  0.00166335
        1491     0.91178     0.89836  0.00166226
        1492    0.905447    0.898364  0.00166115
        1493    0.899337    0.898365  0.00166004
        1494    0.894134    0.898362  0.00165893
        1495    0.890827    0.898357  0.00165783
        1496    0.890059    0.898352  0.00165673
        1497    0.891692    0.898347  0.00165563
        1498    0.894719    0.898345  0.00165453
        1499    0.897822    0.898344  0.00165342
        1500    0.899931    0.898345  0.00165232
