#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         368    -3.35799    -3.36278 0.000212027
         369    -3.35876    -3.36277 0.000211732
         370     -3.3589    -3.36275 0.000211417
         371    -3.35892    -3.36274   0.0002111
         372    -3.35894    -3.36273  0.00021078
         373    -3.35927    -3.36272  0.00021042
         374    -3.35963    -3.36272  0.00021002
         375     -3.3606    -3.36271 0.000209536
         376    -3.36087    -3.36271 0.000209036
         377    -3.36039     -3.3627 0.000208572
         378    -3.35914    -3.36269 0.000208233
         379    -3.35866    -3.36268 0.000207954
         380      -3.357    -3.36266 0.000207943
         381     -3.3564    -3.36265 0.000208047
         382    -3.35613    -3.36263 0.000208202
         383    -3.35598    -3.36261 0.000208381
         384    -3.35655     -3.3626 0.000208435
         385    -3.35681    -3.36258 0.000208435
         386    -3.35764    -3.36257 0.000208289
         387     -3.3583    -3.36256 0.000208043
         388    -3.35886    -3.36255 0.000207725
         389    -3.35841    -3.36254 0.000207464
         390    -3.35769    -3.36253 0.000207304
         391    -3.35824    -3.36252 0.000207063
         392    -3.35925    -3.36251 0.000206702
         393    -3.35912     -3.3625 0.000206356
         394    -3.35939    -3.36249 0.000205983
         395    -3.36102    -3.36249 0.000205495
         396    -3.36217    -3.36249 0.000204977
         397    -3.36238    -3.36249 0.000204461
         398    -3.36247    -3.36249 0.000203947
         399    -3.36202    -3.36249  0.00020344
         400    -3.36116    -3.36248 0.000202958
         401     -3.3607    -3.36248 0.000202501
         402    -3.35945    -3.36247 0.000202137
         403    -3.35873    -3.36246 0.000201848
         404    -3.35816    -3.36245 0.000201629
         405    -3.35826    -3.36244 0.000201396
         406    -3.35779    -3.36243 0.000201226
         407    -3.35833    -3.36242 0.000200983
         408    -3.35962    -3.36241 0.000200607
         409    -3.36089    -3.36241 0.000200152
         410    -3.36153    -3.36241 0.000199675
         411    -3.36231     -3.3624 0.000199189
         412    -3.36248    -3.36241 0.000198706
         413    -3.36297    -3.36241 0.000198229
         414    -3.36272    -3.36241 0.000197752
         415    -3.36331    -3.36241 0.000197287
         416    -3.36324    -3.36241 0.000196823
         417    -3.36402    -3.36242 0.000196389
         418      -3.364    -3.36242 0.000195956
         419    -3.36408    -3.36242 0.000195528
         420    -3.36374    -3.36243 0.000195088
         421    -3.36288    -3.36243 0.000194627
         422    -3.36135    -3.36242 0.000194183
         423    -3.36013    -3.36242   0.0001938
         424    -3.35935    -3.36241 0.000193478
         425    -3.35949    -3.36241 0.000193145
         426     -3.3597     -3.3624 0.000192795
         427    -3.36125     -3.3624 0.000192363
         428    -3.36329     -3.3624 0.000191925
         429    -3.36446     -3.3624 0.000191538
         430     -3.3643    -3.36241 0.000191143
         431    -3.36335    -3.36241 0.000190712
         432    -3.36208    -3.36241 0.000190272
         433    -3.36195    -3.36241 0.000189836
         434    -3.36123    -3.36241 0.000189418
         435    -3.36027     -3.3624 0.000189046
         436    -3.36036     -3.3624  0.00018867
         437    -3.36055    -3.36239 0.000188286
         438    -3.36043    -3.36239 0.000187909
         439    -3.36032    -3.36238  0.00018754
         440     -3.3605    -3.36238 0.000187162
         441    -3.36159    -3.36238 0.000186746
         442    -3.36317    -3.36238 0.000186333
         443     -3.3635    -3.36238 0.000185929
         444    -3.36292    -3.36238 0.000185514
         445    -3.36269    -3.36238 0.000185099
         446    -3.36334    -3.36238 0.000184696
         447    -3.36287    -3.36239 0.000184286
         448    -3.36242    -3.36239 0.000183875
         449    -3.36152    -3.36238 0.000183476
         450    -3.36089    -3.36238 0.000183098
         451    -3.36048    -3.36238  0.00018274
         452     -3.3602    -3.36237 0.000182399
         453    -3.35982    -3.36237 0.000182084
         454    -3.36034    -3.36236 0.000181737
         455    -3.36208    -3.36236 0.000181339
         456    -3.36394    -3.36236 0.000180974
         457    -3.36492    -3.36237 0.000180665
         458    -3.36482    -3.36238  0.00018035
         459    -3.36341    -3.36238 0.000179971
         460    -3.36281    -3.36238 0.000179582
         461    -3.36295    -3.36238 0.000179197
         462    -3.36279    -3.36238 0.000178811
         463    -3.36311    -3.36238 0.000178432
         464    -3.36401    -3.36239 0.000178082
         465    -3.36433    -3.36239 0.000177748
         466    -3.36475    -3.36239 0.000177439
         467    -3.36493     -3.3624 0.000177142
         468    -3.36431     -3.3624  0.00017681
         469    -3.36343    -3.36241 0.000176447
         470    -3.36309    -3.36241 0.000176077
         471    -3.36398    -3.36241 0.000175735
         472    -3.36475    -3.36242 0.000175432
         473     -3.3655    -3.36242 0.000175183
         474    -3.36589    -3.36243 0.000174966
         475    -3.36642    -3.36244 0.000174799
         476    -3.36653    -3.36245 0.000174643
         477    -3.36635    -3.36246 0.000174468
         478    -3.36533    -3.36246 0.000174207
         479    -3.36395    -3.36246 0.000173871
         480    -3.36352    -3.36247 0.000173523
         481     -3.3625    -3.36247 0.000173162
         482    -3.36201    -3.36247 0.000172805
         483    -3.36221    -3.36247 0.000172448
         484    -3.36172    -3.36246 0.000172099
         485    -3.36166    -3.36246 0.000171752
         486    -3.36049    -3.36246 0.000171446
         487    -3.36077    -3.36245 0.000171129
         488    -3.36113    -3.36245   0.0001708
         489     -3.3613    -3.36245 0.000170467
         490     -3.3618    -3.36245 0.000170124
         491    -3.36136    -3.36245 0.000169792
         492    -3.36129    -3.36244 0.000169463
         493     -3.3611    -3.36244 0.000169141
         494    -3.36153    -3.36244 0.000168809
         495     -3.3616    -3.36244 0.000168476
