#     GENERATION:   L1:   BEST HALF <L1>:
         891     97.5898     97.9198
         892     97.5898     97.7421
         893     97.5898     97.6406
         894     97.2507     97.6465
         895     97.2507     97.5695
         896     97.2507     97.4745
         897     96.3453     97.3571
         898      95.939     97.0458
         899      95.939     96.7548
         900      95.939     96.4416
         901      95.939     96.1939
         902      95.939     95.9959
         903      95.939     96.0222
         904      95.939      95.939
         905     95.6468     95.9332
         906     95.6468     95.8923
         907     95.6468     95.8105
         908     95.6468     95.8899
         909     95.5233     95.7148
         910     95.5233     95.6345
         911     95.2222     95.5914
         912     95.2222     95.5605
         913     95.2222     95.4527
         914     95.2222     95.5719
         915     95.2222     95.4426
         916     95.2222     95.2818
         917     94.2912     95.2036
         918     94.2912     95.1105
         919     94.2912     94.9821
         920     94.2912     94.7959
         921     94.2912     94.5717
         922     94.2912     94.4003
         923     94.2912     94.3284
         924     94.2912     94.2912
         925     94.2912     94.2912
         926     94.2912     94.2912
         927     94.2912     94.3155
         928     94.2912     94.6245
         929     94.2912     94.3028
         930     94.2912     94.3438
         931     94.2912     94.2912
         932     94.2912     94.2912
         933     94.2912     94.2912
         934     94.2912     94.2912
         935     94.2912     94.2912
         936     94.2912     94.2912
         937     94.2912     94.2912
         938     94.2912     94.2912
         939     94.1144     94.2876
         940     94.1144     94.2629
         941      93.413      94.209
         942      93.413     94.0302
         943      93.413     93.7601
         944      93.413     93.5523
         945      93.413      93.413
         946      93.413      93.413
         947      93.413      93.413
         948      93.413      93.413
         949      93.413      93.413
         950      93.413      93.413
         951      93.413      93.413
         952      93.413      93.413
         953      93.413      93.413
         954      93.413      93.413
         955      93.413      93.413
         956      93.413      93.413
         957      93.413     93.6145
         958      93.413     93.5846
         959      93.413     93.4229
         960      93.413      93.413
         961      93.413     93.4199
         962      93.413      93.413
         963      93.413      93.413
         964     92.7978     93.4007
         965     92.7978     93.3269
         966     92.7978     93.1741
         967     92.7978     93.1504
         968     92.7978     92.8716
         969     92.7978     92.7978
         970     92.7978     92.7978
         971     92.7978     92.7978
         972     92.7978     92.7978
         973     92.7978     92.8512
         974     92.7978     92.7978
         975     92.7978     92.7978
         976     92.7978     92.7978
         977     92.7978     92.7978
         978     92.7978     92.7978
         979     92.7978     92.7978
         980     92.7978     92.7978
         981     92.7978     92.7978
         982     92.7978     92.7978
         983     92.7978     92.7978
         984      92.707      92.796
         985      92.707     92.7833
         986      92.707     92.7705
         987      92.707     92.7324
         988      92.707     92.7269
         989      92.707      92.707
         990      92.707      92.707
         991      92.707      92.707
         992      92.707      92.707
         993      92.707      92.707
         994      92.707      92.707
         995     92.6273     92.7054
         996     92.6273     92.6894
         997     92.6273     92.6623
         998     92.6273     92.6464
         999     92.6273     92.8116
        1000     92.6273     92.6289
